bite_date,species,breed,gender,color,vaccination_yrs,vaccination_date,victim_zip,adv_issued,bite_location,quarantine_date,disposition,head_sent_date,release_date,results
2012-12-25,DOG,PIT BULL,FEMALE,TRI,,2012-06-12 0:00,40213,,BODY,,,,,
2012-12-25,DOG,PIT BULL,FEMALE,BLACK,,2012-06-12 0:00,,,BODY,,,,,
2012-12-26,DOG,SHIH TZU,FEMALE,BLK WHITE,,2011-04-19 0:00,,,BODY,,,,,
2012-12-14,DOG,AM BULLDOG,MALE,BRN WHT,,,,,BODY,,,,,
2012-12-28,DOG,LABRADOR RETRIV,MALE,,1,2012-12-28 0:00,40229,,BODY,,,,,
2002-12-28,DOG,DACHSHUND,MALE,WHITE/BRN,1,2012-10-13 0:00,,,HEAD,,,,,
2012-12-29,DOG,BRITNEY SPANIEL,MALE,RED/WHT,1,2012-09-21 0:00,40014,,HEAD,,,,,
2012-12-30,DOG,,,,1,2012-11-19 0:00,40291,,UNKNOWN,,,,,
2012-12-24,DOG,RAT TERRIER,MALE,WHT BRN,,,,,BODY,,,,,
2012-12-28,CAT,,MALE,GRAY,1,2013-01-22 0:00,,,BODY,,,,,
2012-12-28,CAT,,FEMALE,,1,2013-01-12 0:00,,,BODY,,,,,
2012-12-30,DOG,PIT BULL,,,,,40220,,BODY,,,,,
2012-12-31,DOG,,MALE,,1,2012-12-17 0:00,,,HEAD,,,,,
2012-12-31,DOG,PIT BULL,MALE,BLK/WHT,,,,,,,,,,
2012-12-31,DOG,,FEMALE,TAN,1,2013-01-17 0:00,,,,,,,,
2013-01-01,CAT,,MALE,BLACK,1,2012-02-24 0:00,40031,,UNKNOWN,,,,,
2012-12-27,CAT,,MALE,ORANGE,,,,,BODY,,,,,
2013-01-01,DOG,POODLE,MALE,BLACK,1,2012-04-06 0:00,,,,,,,,
2013-01-01,DOG,BOXER,MALE,,1,2013-01-12 0:00,40291,,HEAD,,,,,
2012-12-30,DOG,PIT BULL,MALE,,,2012-10-26 0:00,40220,,BODY,,,,,
2012-12-30,DOG,PIT BULL,MALE,BRINDLE,,2012-10-26 0:00,,,BODY,,,,,
2012-12-31,CAT,,FEMALE,GRAY TABBY,,,,,BODY,,,,,
2013-01-01,CAT,,MALE,,1,2012-08-20 0:00,,,,,,,,
2013-01-02,DOG,BORDER COLLIE,MALE,BLK/WHT,,,40291,,HEAD,,,,,
2013-01-03,DOG,PIT BULL,MALE,,1,2012-12-05 0:00,,,BODY,,,,,
2013-01-03,DOG,,MALE,TAN,3,2013-01-21 0:00,40272,,UNKNOWN,,,,,
2012-12-31,CAT,,MALE,GRAY,1,2012-02-20 0:00,,,BODY,,,,,
2013-01-03,DOG,,,BLACK,,,40213,,BODY,,,,,
2013-01-04,DOG,,MALE,,1,2012-02-26 0:00,40212,,HEAD,,,,,
2013-01-04,DOG,,MALE,,1,2012-04-27 0:00,,,BODY,,,,,
2013-01-04,DOG,,MALE,,3,2012-05-30 0:00,40504,,BODY,,,,,
2013-01-04,DOG,HUSKY,MALE,,3,2012-05-14 0:00,,,,,,,,
2013-01-03,DOG,,,BROWN,,,,,BODY,,,,,
2013-01-03,DOG,AAUST. TERR.,MALE,,,,,,BODY,,,,,
2013-01-03,CAT,,MALE,,3,2011-12-19 0:00,,,UNKNOWN,,,,,
2013-01-07,DOG,,,BLK/WHITE,,,40219,,UNKNOWN,,,,,
2013-01-05,CAT,,FEMALE,GREY WHITE,1,2012-07-11 0:00,40205,,BODY,,,,,
2013-01-03,DOG,,FEMALE,BROWN,,2013-02-09 0:00,,,UNKNOWN,,,,,
2012-12-31,DOG,,MALE,,,,,,BODY,,,,,
2012-12-31,DOG,SIBERAN HUSKY,MALE,WHT TRI,,,,,BODY,,,,,
2013-01-05,DOG,BOXER,MALE,BRN/WHT,,,40203,,BODY,,,,,
2013-01-08,DOG,,,,,,,,UNKNOWN,,,,,
2013-01-07,CAT,,MALE,GREY,,,40207,,BODY,,,,,
2013-01-03,DOG,LABRADOR RETRIV,MALE,BLONDE,1,2012-12-29 0:00,,,BODY,,,,,
2013-01-10,DOG,BEAGLE,MALE,,,,,,HEAD,,,,,
2013-01-10,CAT,,FEMALE,,,,,,BODY,,,,,
2013-01-13,DOG,GERM SHEPHERD,FEMALE,,1,2013-01-28 0:00,,,HEAD,,,,,
2013-01-13,DOG,,,,1,2012-05-21 0:00,40245,,BODY,,,,,
2013-01-13,CAT,,MALE,ORANGE,1,2013-02-08 0:00,,,BODY,,,,,
2013-01-11,DOG,AAUST. TERR.,MALE,,1,2013-01-26 0:00,,,,,,,,
2013-01-12,DOG,YORKSHIRE TERRIER,MALE,TAN,3,2012-10-05 0:00,,,,,,,,
2013-01-04,DOG,,MALE,BLK WHIT,3,2012-02-14 0:00,40071,,BODY,,,,,
2013-01-14,DOG,PIT BULL,,,,,40214,,UNKNOWN,,,,,
2013-01-12,DOG,CORGI,,,,,,,HEAD,,,,,
2013-01-11,DOG,,FEMALE,,,,,,HEAD,,,,,
2013-01-13,DOG,HAVANESE,,,1,2012-10-18 0:00,,,BODY,,,,,
2013-01-13,CAT,,MALE,,,,,,BODY,,,,,
2013-01-08,DOG,,FEMALE,,,2012-11-13 0:00,,,BODY,,,,,
2013-01-15,DOG,GERM SHEPHERD,FEMALE,,1,,,,UNKNOWN,,,,,
2013-01-12,CAT,,,,1,2013-01-29 0:00,,,UNKNOWN,,,,,
2013-01-21,DOG,ENGLISH BULLDOG,MALE,,,2013-02-09 0:00,40201,,,,,,,
2013-01-19,DOG,PEKINGESE,FEMALE,,,,,,,,,,,
2013-01-21,DOG,,MALE,BLONDE,1,2013-02-14 0:00,40229,,UNKNOWN,,,,,
2013-01-20,DOG,BLUE HEELER,MALE,,3,2012-03-02 0:00,40229,,BODY,,,,,
2013-01-19,CAT,,MALE,,3,2010-02-03 0:00,,,BODY,,,,,
2013-01-18,DOG,SHIH TZU,FEMALE,WHITE,1,2012-06-01 0:00,,,BODY,,,,,
2013-01-20,DOG,PIT BULL,,,,,,,,,,,,
2013-01-18,DOG,,,,,,40059,,HEAD,,,,,
2013-01-22,,,,,,,,,UNKNOWN,,,,,
2013-01-21,CAT,,,,,,40222,,UNKNOWN,,,,,
2013-01-23,DOG,,MALE,TAN,1,2012-09-25 0:00,,,UNKNOWN,,,,,
2013-01-24,CAT,,FEMALE,BLK/WHT,3,2013-01-29 0:00,,,UNKNOWN,,,,,
2013-01-25,CAT,,MALE,BLK WHT,1,2013-01-15 0:00,40204,,BODY,,,,,
2013-01-25,DOG,SHIH TZU,MALE,,1,2013-02-08 0:00,,,BODY,,,,,
2013-01-25,DOG,,FEMALE,BLK WHT,3,2013-02-19 0:00,,,,,,,,
2013-01-27,DOG,,,,,,,,UNKNOWN,,,,,
2013-01-27,DOG,CHICHAUHUA,,,,2012-03-05 0:00,40214,,BODY,,,,,
2013-01-20,DOG,,MALE,BLK/BRN,1,2013-01-22 0:00,40214,,BODY,,,,,
2013-01-25,CAT,,,GRAY /WHIT,,,,,BODY,,,,,
2013-01-27,DOG,BOSTON TERRIER,MALE,,,,,,,,,,,
2013-01-22,CAT,,,BLACK,,,,,BODY,,,,,
2013-01-31,DOG,PEKINGESE,FEMALE,BLK WHIT,1,2012-11-09 0:00,40014,,BODY,,,,,
2013-01-28,DOG,,,,1,2012-12-22 0:00,,,BODY,,,,,
2013-01-31,DOG,,MALE,GOLD,,,,,BODY,,,,,
2013-02-01,CAT,,,,,,,,,,,,,
2013-02-02,DOG,,,,1,2013-03-01 0:00,,,UNKNOWN,,,,,
2013-02-03,CAT,,MALE,BLACK,1,2012-11-30 0:00,,,BODY,,,,,
2013-02-02,DOG,,,,,,,,BODY,,,,,
2013-02-02,CAT,,MALE,YELLOW,1,2011-02-13 0:00,,,BODY,,,,,
2013-02-04,,,,,,,,,,,,,,
2013-01-31,CAT,,,GREY,,,,,BODY,,,,,
2013-02-06,DOG,,MALE,BLACK,,,,,HEAD,,,,,
2013-02-05,DOG,,FEMALE,,3,2013-02-16 0:00,,,BODY,,,,,
2013-02-05,DOG,,,,1,2013-02-15 0:00,,,HEAD,,,,,
2013-02-04,DOG,PIT BULL,MALE,BLUE WHTE,1,2012-06-08 0:00,40212,,BODY,,,,,
2013-01-29,CAT,,MALE,,1,2013-02-27 0:00,40218,,BODY,,,,,
2013-02-03,DOG,,MALE,BLK WHT,1,2012-12-22 0:00,40206,,BODY,,,,,
2013-02-02,DOG,GOLD RETRIEVER,MALE,GOLD,1,2013-01-15 0:00,40047,,BODY,,,,,
2013-02-06,DOG,AKITA,,,,,40118,,UNKNOWN,,,,,
2013-02-07,CAT,,,,,,,,BODY,,,,,
2013-02-07,CAT,,MALE,GRAY,3,2013-03-07 0:00,40219,,BODY,,,,,
2013-02-07,DOG,,,,,,,,,,,,,
2013-02-07,DOG,,,,,,,,BODY,,,,,
2013-02-07,DOG,PIT BULL,MALE,BLK/WHT,1,2013-02-28 0:00,40217,,BODY,,,,,
2013-02-07,CAT,,MALE,GRAY,1,2013-02-25 0:00,,,BODY,,,,,
2013-02-10,DOG,CHICHAUHUA,,,1,2012-09-12 0:00,,,BODY,,,,,
2013-02-10,DOG,LABRADOR RETRIV,MALE,,3,2010-03-19 0:00,,,BODY,,,,,
2013-02-18,DOG,,,,,,,,BODY,,,,,
2013-02-10,DOG,ROTTWEILER,MALE,,1,2013-03-04 0:00,40212,,BODY,,,,,
2013-02-10,DOG,LABRADOR RETRIV,,BLACK /WHT,3,2012-02-15 0:00,50216,,HEAD,,,,,
2013-02-10,CAT,,,ORANGE,1,2012-11-17 0:00,,,BODY,,,,,
2013-02-09,CAT,,MALE,,,,,,BODY,,,,,
2013-02-12,DOG,,FEMALE,RED,1,2012-06-25 0:00,,,BODY,,,,,
2013-02-11,DOG,,MALE,BRN/WHT,1,2013-02-14 0:00,40211,,UNKNOWN,,,,,
2013-02-09,DOG,BOXER,FEMALE,BRN WHT,1,2012-03-30 0:00,,,HEAD,,,,,
2013-02-10,DOG,CATAHOULA,FEMALE,BRN/WHT,3,2011-05-28 0:00,,,BODY,,,,,
2013-02-06,DOG,,MALE,WHT BROWN,,,40204,,BODY,,,,,
2013-02-06,CAT,,MALE,,,,,,BODY,,,,,
2013-02-09,DOG,GERM SHEPHERD,FEMALE,,,,,,BODY,,,,,
2013-02-07,DOG,GERM SHEPHERD,MALE,,,,,,BODY,,,,,
2013-02-13,DOG,BOXER,MALE,BRN/WHTE,,,,,BODY,,,,,
2013-02-14,DOG,,,,1,2012-03-30 0:00,,,UNKNOWN,,,,,
2013-02-14,CAT,,,,,,,,BODY,,,,,
2013-02-13,DOG,,MALE,TAN,3,2012-06-11 0:00,,,HEAD,,,,,
2013-02-13,DOG,BOXER,MALE,TAN,,2012-12-03 0:00,47150,,BODY,,,,,
2013-02-16,DOG,,FEMALE,,1,2013-02-16 0:00,,,HEAD,,,,,
2013-02-16,DOG,MALTASE,,,,,,,BODY,,,,,
2013-02-13,CAT,,FEMALE,BLACK,,,,,BODY,,,,,
2013-02-15,DOG,ROTTWEILER,,,3,2012-02-24 0:00,40291,,BODY,,,,,
2013-02-13,DOG,,,WHITE,,,,,BODY,,,,,
2013-02-17,DOG,,,,1,2013-02-21 0:00,,,UNKNOWN,,,,,
2013-02-17,CAT,,MALE,,1,2012-04-25 0:00,,,UNKNOWN,,,,,
2013-02-11,DOG,,MALE,,,,,,BODY,,,,,
2013-02-19,DOG,SHIH TZU,MALE,WHITE,3,2012-01-26 0:00,40118,,HEAD,,,,,
2013-02-17,DOG,PEKINGESE,,,,,47130,,BODY,,,,,
2013-02-18,DOG,PIT BULL,,,,,,,BODY,,,,,
2013-02-12,DOG,BOXER,MALE,BLK WHT,,,,,BODY,,,,,
2013-02-12,DOG,PIT BULL,FEMALE,BRN BRINDL,,,40215,,HEAD,,,,,
2013-02-13,DOG,PIT BULL,MALE,BRN WHIT,1,2012-12-03 0:00,40223,,HEAD,,,,,
2013-02-20,CAT,,FEMALE,BLK WHT,1,2012-06-23 0:00,,,HEAD,,,,,
2013-02-21,DOG,BEAGLE,FEMALE,BROWN,1,2012-06-01 0:00,40272,,BODY,,,,,
2013-02-22,DOG,BEAGLE,MALE,BLACK,1,2012-10-09 0:00,40291,,HEAD,2013-03-04 0:00,,,,
2013-02-24,DOG,,FEMALE,YELLOW,3,2010-06-19 0:00,40204,,BODY,,,,,
2013-02-24,DOG,PIT BULL,,,,,40216,,HEAD,,,,,
2013-02-23,DOG,DOBERMAN,,BLACK,3,2012-10-18 0:00,40241,,BODY,,,,,
2013-02-24,DOG,,MALE,BROW/WHITE,,2011-04-26 0:00,40258,,HEAD,,,,,
2013-02-25,DOG,BORDER COLLIE M,MALE,,1,2013-03-14 0:00,40291,,BODY,,,,,
2013-02-25,DOG,,MALE,BLK WHT,,,40216,,BODY,,,,,
2013-02-26,DOG,,FEMALE,BROWN,3,2012-04-05 0:00,40212,,HEAD,,,,,
2013-02-25,DOG,,,,1,2012-04-11 0:00,40214,,HEAD,,,,,
2013-02-22,DOG,,,GOLDEN,,,40241,,BODY,,,,,
2013-02-28,DOG,,FEMALE,,1,2012-05-01 0:00,40272,,BODY,,,,,
2013-02-28,DOG,POMERANIAN,FEMALE,RED,,,40046,,BODY,,,,,
2013-02-28,OTHER,,,,,,40203,,BODY,,,,,
2013-03-01,CAT,,,ORANGE/WHI,,,40219,,BODY,,,,,
2013-03-02,DOG,,FEMALE,BLACK,1,2012-12-31 0:00,40243,,BODY,,,,,
2013-03-02,DOG,,MALE,GRAY WHITE,,,,,BODY,,,,,
2013-03-01,DOG,,MALE,WHITE,3,2011-03-18 0:00,40213,,BODY,,,,,
2013-03-01,DOG,POMERANIAN,FEMALE,BLONDE,1,2012-07-19 0:00,,,UNKNOWN,,,,,
2013-03-01,CAT,,MALE,,1,2013-03-11 0:00,47130,,BODY,,,,,
2013-03-03,CAT,,,,,,,,UNKNOWN,,,,,
2013-03-03,DOG,,,,,,,,UNKNOWN,,,,,
2013-03-01,CAT,,,,,,,,BODY,,,,,
2013-02-18,DOG,,MALE,BLK WHTE,1,2013-03-14 0:00,40214,,BODY,,,,,
2013-02-28,DOG,PIT BULL,MALE,RED,,,47172,,BODY,,,,,
2013-03-01,DOG,PIT BULL,MALE,GRY WHT,,,,,BODY,,,,,
2013-02-24,DOG,,FEMALE,BLACK,3,2010-03-12 0:00,40214,,BODY,,,,,
2013-02-26,DOG,PIT BULL,MALE,BLK WHT,1,2013-04-11 0:00,40215,,BODY,,,,,
2013-02-24,DOG,SHIH TZU,MALE,WHT BLK,1,2013-03-26 0:00,40216,,HEAD,,,,,
2013-02-24,DOG,SCHNAUZER,MALE,GRY BLK,1,2012-07-24 0:00,40216,,BODY,,,,,
2013-03-03,DOG,,,,,,,,UNKNOWN,,,,,
2013-03-03,DOG,,,,,,,,HEAD,,,,,
,DOG,GREAT DANE,MALE,,1,2013-01-21 0:00,,,BODY,,,,,
2013-03-08,DOG,PIT BULL,,,,,,,BODY,,,,,
2013-03-10,DOG,,,WHITE,,,,,BODY,,,,,
2013-03-04,DOG,CHICHAUHUA,MALE,BLK WHT,,,,,BODY,,,,,
2013-03-09,DOG,,FEMALE,,,,,,BODY,,,,,
2013-03-10,DOG,,FEMALE,BROWN,1,2013-04-12 0:00,40215,,BODY,,,,,
2013-03-10,DOG,,MALE,BLK & BRN,1,2012-05-21 0:00,,,BODY,,,,,
2013-03-10,DOG,,,,,,,,BODY,,,,,
2013-03-08,DOG,COCKER SPAINEL,,,,,,,UNKNOWN,,,,,
2013-03-12,DOG,BOSTON TERRIER,,,,,,,,,,,,
2013-03-12,DOG,,,,,,,,UNKNOWN,,,,,
2013-03-14,DOG,PIT BULL,,BLK & GRAY,,,,,BODY,,,,,
2013-03-12,DOG,PIT BULL,,WHITE,,,,,BODY,,,,,
2013-03-10,DOG,DACHSHUND,MALE,,,,,,BODY,,,,,
2013-03-13,DOG,GERM SHEPHERD,,,,,,,BODY,,,,,
2013-03-13,DOG,BORDER COLLIE,MALE,WHT/BBLK,1,2012-10-09 0:00,,,BODY,,,,,
2013-03-16,CAT,,MALE,BLACK/WHIT,1,2013-03-16 0:00,,,HEAD,,,,,
2013-02-18,CAT,,,GRAY,1,2013-02-20 0:00,40207,,BODY,,,,,
2013-03-16,DOG,LABRADOR RETRIV,MALE,YELLOW,1,2012-06-12 0:00,,,BODY,,,,,
2013-03-16,DOG,,,,,,,,BODY,,,,,
2013-03-16,DOG,,,,,,,,,,,,,
2013-03-17,CAT,,MALE,GRAY,1,2012-12-10 0:00,,,,,,,,
2013-03-15,CAT,,MALE,BLACK,1,2013-03-26 0:00,,,BODY,,,,,
2013-03-16,DOG,SCHNAUZER,,GREY,,,,,BODY,,,,,
2013-03-17,CAT,,,,,,,,,,,,,
2013-03-16,DOG,,MALE,BROWN,3,2013-03-08 0:00,,,UNKNOWN,,,,,
2013-03-18,DOG,,,,,,,,UNKNOWN,,,,,
2013-03-16,DOG,,,YELLO,,,,,BODY,,,,,
2013-03-16,DOG,SHIH TZU,FEMALE,WHT BLK,3,2013-04-07 0:00,40211,,BODY,,,,,
2013-03-20,DOG,,,,,,,,BODY,,,,,
2013-03-19,DOG,AAUST. TERR.,MALE,BLK WHIT,,,,,BODY,,,,,
2013-03-20,CAT,,FEMALE,BLK WHT,1,2013-03-14 0:00,,,BODY,,,,,
2013-03-21,DOG,MIN PIN,,,1,2012-04-07 0:00,,,HEAD,,,,,
2013-03-23,DOG,BOXER,MALE,BRN WHT,3,2011-04-11 0:00,,,BODY,,,,,
2013-03-23,DOG,BEAGLE,FEMALE,,1,2012-12-01 0:00,,,UNKNOWN,,,,,
2013-03-25,DOG,,MALE,TAN,1,2013-04-30 0:00,40219,,HEAD,,,,,
2013-03-24,DOG,CHICHAUHUA,,,,2013-04-20 0:00,40258,,BODY,,,,,
2013-03-23,CAT,,FEMALE,BLK WHT,,,,,BODY,,,,,
2013-03-16,DOG,MASTIF,MALE,BRINDLE,1,2012-05-17 0:00,40059,,BODY,,,,,
2013-03-27,CAT,,,,,,,,BODY,,,,,
2013-03-26,DOG,,,,,,,,BODY,,,,,
2013-03-14,DOG,PIT BULL,MALE,BRN BLUE,1,2012-03-20 0:00,40210,,BODY,,,,,
2013-03-20,DOG,,FEMALE,WHT BRN,1,2012-08-25 0:00,40222,,BODY,,,,,
2013-03-27,CAT,,,BLK WHT,,,,,BODY,,,,,
2013-03-27,DOG,,MALE,WHT BRIN,1,2013-01-18 0:00,40241,,BODY,,,,,
2013-03-28,DOG,BOXER,MALE,BRINDLE,1,2013-04-03 0:00,,,HEAD,,,,,
2013-03-29,CAT,,,,,,40219,,BODY,,,,,
2013-03-29,CAT,,,,,,40229,,BODY,,,,,
2013-03-29,DOG,,MALE,BROWN/BLAC,3,2012-07-13 0:00,40217,,BODY,,,,,
2013-03-31,DOG,,,,,,40215,,BODY,,,,,
2013-03-30,DOG,PIT BULL,,,,,40214,,UNKNOWN,,,,,
2013-03-30,DOG,,,,,,,,BODY,,,,,
2013-03-26,CAT,,,,,,,,,,,,,
2013-04-01,DOG,ROTTWEILER,MALE,BLCK,1,2013-01-08 0:00,,,UNKNOWN,,,,,
2013-04-01,DOG,,,,,,47130,,BODY,,,,,
2013-04-01,DOG,PIT BULL,MALE,,,,,,BODY,,,,,
2013-04-01,DOG,LABRADOR RETRIV,,,,,,,,,,,,
2013-04-01,DOG,GERM SHEPHERD,MALE,BLK TAN,1,2012-10-18 0:00,,,BODY,,,,,
2013-04-01,CAT,,,,,,,,UNKNOWN,,,,,
2013-03-30,DOG,YORKSHIRE TERRIER,FEMALE,,1,2012-08-14 0:00,40216,,HEAD,,,,,
2013-03-31,DOG,WESTIE,FEMALE,WHITE,,,,,BODY,,,,,
2013-03-29,DOG,,,,,,40229,,HEAD,,,,,
2013-04-02,DOG,PIT BULL,MALE,BLE WHT,1,2013-04-18 0:00,40272,,UNKNOWN,,,,,
2013-04-03,DOG,PIT BULL,MALE,BLK WHT,3,2013-04-25 0:00,40205,,BODY,,,,,
2013-03-31,DOG,AAUST. TERR.,MALE,BLK WHT,,,40215,,BODY,,,,,
2013-03-28,CAT,,,TIGER,,,,,BODY,,,,,
2013-03-28,DOG,PIT BULL,MALE,RED WHITE,,,40212,,BODY,,,,,
2013-03-28,DOG,PIT BULL,FEMALE,BRI WHITE,,,40212,,BODY,,,,,
2013-03-28,DOG,PIT BULL,FEMALE,TAN,,,40212,,BODY,,,,,
2013-03-28,DOG,PIT BULL,FEMALE,BLK WHITE,,,,,BODY,,,,,
2013-03-22,DOG,MALTASE,MALE,WHIT,3,2010-07-23 0:00,40214,,BODY,,,,,
2013-04-04,DOG,BORDER COLLIE M,MALE,,1,2013-04-15 0:00,,,,,,,,
2013-04-04,DOG,PIT BULL,,,,,,,BODY,,,,,
2013-04-04,DOG,,FEMALE,BLK WHIT,3,2012-02-14 0:00,,,BODY,,,,,
2013-04-05,DOG,PIT BULL,MALE,,1,2013-02-04 0:00,40203,,BODY,,,,,
2013-04-05,CAT,,,,,,,,BODY,,,,,
2013-04-05,DOG,LABRADOR RETRIV,MALE,YELLOW,,,,,BODY,,,,,
2013-04-05,DOG,SHIH TZU,FEMALE,WHT GRAY,,,,,BODY,,,,2013-04-13 0:00,
2013-03-30,DOG,,FEMALE,BLACK,1,2013-05-14 0:00,,,BODY,,,,,
2013-04-07,DOG,PIT BULL,,WHITE,3,2012-11-27 0:00,40222,,BODY,,,,,
2013-03-30,DOG,AM BULLDOG,MALE,WHT BLK,,,,,BODY,,,,,
2013-04-02,DOG,PIT BULL,,TAN/WHT,,,40208,,BODY,,,,,
2013-04-08,DOG,,MALE,BLK WHT,1,2012-12-03 0:00,,,BODY,,,,,
2013-04-07,DOG,,FEMALE,BLACK,1,2012-11-17 0:00,40219,,HEAD,,,,,
2013-04-08,DOG,AAUST. TERR.,FEMALE,BLK WHT,1,2012-05-29 0:00,40242,,BODY,,,,,
2013-04-08,DOG,GERM SHEPHERD,MALE,,3,2010-07-21 0:00,40220,,BODY,,,,,
2013-04-08,CAT,,FEMALE,BLK WHITE,1,2013-04-15 0:00,,,BODY,,,,,
2013-04-08,DOG,HUSKY,MALE,WHT BLK,1,2013-02-23 0:00,,,BODY,,,,,
2013-04-09,DOG,,,BLACK,,,,,UNKNOWN,,,,,
2013-04-09,DOG,SHAR-PEI,,,1,2013-05-09 0:00,,,BODY,,,,,
2013-04-09,DOG,BOXER,MALE,RED WHITE,3,2011-12-20 0:00,,,UNKNOWN,,,,,
2013-04-09,DOG,ROTTWEILER,FEMALE,BLK RED,1,2013-05-08 0:00,40214,,UNKNOWN,,,,,
2013-04-07,DOG,PIT BULL,FEMALE,BLUE WHT,,,40212,,HEAD,,,,,
2013-04-07,CAT,,FEMALE,,1,2013-05-29 0:00,40203,,BODY,,,,,
2013-04-10,DOG,CHICHAUHUA,,,1,2013-03-15 0:00,40220,,HEAD,,,,,
2013-04-07,DOG,BLUE HEELER,MALE,,1,2013-04-08 0:00,40065,,BODY,,,,,
2013-04-10,DOG,,,,,,,,BODY,,,,,
2013-04-11,DOG,BICHON FRISE,,,,,,,HEAD,,,,,
2013-04-12,CAT,,MALE,BLACK,,,,,BODY,,,,,
2013-04-12,CAT,,,,,,,,UNKNOWN,,,,,
2013-04-12,DOG,PIT BULL,FEMALE,WHITE PINK,,,,,BODY,,,,,
2013-04-13,CAT,,MALE,GRY TABBY,1,2013-04-29 0:00,,,BODY,,,,,
2013-04-14,DOG,,,BLACK,,2012-11-23 0:00,,,UNKNOWN,,,,,
2013-04-14,DOG,,,,,,,,UNKNOWN,,,,,
2013-04-13,CAT,,MALE,WHT BROWN,1,2013-04-18 0:00,,,BODY,,,,,
2013-04-15,DOG,AKITA,FEMALE,BLK WHIT,1,2013-04-13 0:00,40213,,BODY,,,,,
2013-04-15,DOG,,MALE,BROWN,,,,,BODY,,,,,
2013-04-15,DOG,LABRADOR RETRIV,FEMALE,BLACK,1,2013-02-16 0:00,,,UNKNOWN,,,,,
2013-04-15,DOG,,MALE,TAN WHITE,1,2012-06-14 0:00,40208,,BODY,,,,,
2013-04-16,DOG,PIT BULL,,,,,,,BODY,,,,,
2013-04-14,DOG,,FEMALE,BLK WHT,,,,,BODY,,,,,
2013-04-15,DOG,,FEMALE,BRINDLE,3,2013-01-24 0:00,40258,,BODY,,,,,
2013-04-14,DOG,CATAHOULA,FEMALE,BLK GRAY,,2011-12-14 0:00,40216,,BODY,,,,,
2013-04-14,CAT,,FEMALE,BLK WHT,,,40223,,BODY,,,,,
2013-04-12,DOG,BICHON FRESE,MALE,WHITE,1,2012-07-18 0:00,40118,,BODY,,,,,
2013-04-12,DOG,PIT BULL,FEMALE,,,,,,BODY,,,,,
2013-04-15,CAT,,FEMALE,CALICO,1,2012-12-29 0:00,,,BODY,,,,,
2013-04-17,CAT,,MALE,GRAY,3,2013-01-25 0:00,,,,,,,,
2013-04-17,DOG,GOLD RETRIEVER,MALE,GOLDEN,1,2013-02-15 0:00,,,BODY,,,,,
2013-04-17,CAT,,,,,,,,BODY,,,,,
2013-04-17,DOG,,,,,,,,BODY,,,,,
2013-04-15,CAT,,FEMALE,GRAY BLACK,3,2013-05-02 0:00,,,BODY,,,,,
2013-04-17,CAT,,,,,,40222,,BODY,,,,,
2013-04-16,CAT,,MALE,GRAY/WHITE,1,2013-01-18 0:00,40220,,BODY,,,,,
2013-04-13,DOG,WELSH CORGI,MALE,BRN WHT,1,2013-03-02 0:00,,,BODY,,,,,
2013-04-18,DOG,BORDER COLLIE,,,3,2010-06-12 0:00,40205,,BODY,,,,,
2013-04-18,DOG,,FEMALE,WHITE,,,40291,,BODY,,,,,
2013-04-18,DOG,BORDER COLLIE,FEMALE,BRN WHITE,1,2012-05-25 0:00,40212,,BODY,,,,,
2013-04-18,DOG,,MALE,,1,2012-08-25 0:00,,,UNKNOWN,,,,,
2013-04-21,DOG,CANE CORSO,,,,,,,HEAD,,,,,
2013-04-21,CAT,,FEMALE,GREY,1,2013-06-18 0:00,,,UNKNOWN,,,,,
2013-04-21,CAT,,,,,,,,BODY,,,,,
2013-04-20,CAT,,,,,,,,BODY,,,,,
2013-04-21,DOG,,MALE,BROWN,1,2012-07-30 0:00,,,BODY,,,,,
2013-04-20,CAT,,MALE,,1,2012-09-06 0:00,,,BODY,,,,,
2013-04-22,DOG,GERM SHEPHERD,FEMALE,,3,2012-10-12 0:00,40219,,UNKNOWN,,,,,
2013-04-22,DOG,,,,,,,,,,,,,
2013-04-21,CAT,,,,,,,,UNKNOWN,,,,,
2013-04-23,DOG,,MALE,BRN WHT,3,2012-03-29 0:00,40299,,BODY,,,,,
2013-04-23,CAT,,,GRAY WHITE,,,,,BODY,,,,,
2013-04-24,DOG,,FEMALE,BLACK,1,2013-05-08 0:00,40228,,BODY,,,,,
2013-04-24,DOG,,MALE,BLK WHT,1,2012-10-12 0:00,40211,,BODY,,,,,
2013-04-15,DOG,CHICHAUHUA,FEMALE,BRN TAN,1,2012-12-16 0:00,,,BODY,,,,,
2013-04-20,DOG,,MALE,BROWN,3,2011-12-31 0:00,40228,,BODY,,,,,
2013-04-19,CAT,,MALE,,1,2013-04-10 0:00,40272,,BODY,,,,,
2013-04-19,DOG,PIT BULL,FEMALE,BRN,1,2012-07-02 0:00,40210,,BODY,,,,,
2013-04-18,DOG,PIT BULL,MALE,GRY BRN,,,,,HEAD,,,,,
2013-04-18,DOG,GOLD RETRIEVER,FEMALE,YELLOW,,,40229,,BODY,,,,,
2013-04-17,DOG,IRISH SETTER,MALE,BLK,1,2012-05-18 0:00,,,BODY,,,,,
2013-04-18,DOG,LABRADOR RETRIV,FEMALE,BLACK,,,,,BODY,,,,,
2013-04-18,DOG,PIT BULL,MALE,BRINDLE WH,,2012-12-05 0:00,40212,,BODY,,,,,
