set_num,matte,transparent
604-2,25.0,3.0
6042-1,112.0,0.0
6043-1,156.0,2.0
6043173-1,20.0,1.0
6044-1,123.0,8.0
6045-1,106.0,6.0
6046-1,218.0,11.0
6047-1,137.0,8.0
6048-1,182.0,10.0
6049-1,101.0,0.0
605-1,19.0,0.0
6051-1,69.0,0.0
605-2,14.0,4.0
6053-1,695.0,21.0
6054-1,205.0,0.0
6055-1,118.0,0.0
6056-1,108.0,1.0
6057-1,128.0,0.0
6058324-1,62.0,0.0
6059-1,227.0,2.0
6060-1,172.0,0.0
606-1,22.0,3.0
6061-1,220.0,0.0
606-2,21.0,1.0
6062-1,240.0,0.0
6066-1,240.0,0.0
6067-1,261.0,0.0
607-1,22.0,0.0
6071-1,214.0,0.0
6073-1,420.0,0.0
6074-1,446.0,0.0
6075-1,236.0,3.0
6075-2,774.0,0.0
6076-1,213.0,6.0
6077-1,49.0,0.0
6077-2,364.0,0.0
6078-1,258.0,8.0
6079-1,467.0,9.0
6080-1,687.0,0.0
608-1,33.0,0.0
6081-1,438.0,3.0
608-2,24.0,2.0
6082-1,397.0,12.0
6083-1,210.0,0.0
6083-2,194.0,4.0
6085-1,696.0,0.0
6086-1,596.0,3.0
6087-1,243.0,13.0
6088-1,276.0,5.0
6089-1,408.0,2.0
6090-1,760.0,12.0
609-1,25.0,3.0
6091-1,529.0,15.0
6092-1,698.0,11.0
6092-2,698.0,15.0
6093-1,689.0,9.0
6094-1,101.0,2.0
6095-1,103.0,8.0
6096-1,320.0,2.0
6097-1,590.0,19.0
6098-1,533.0,16.0
6099-1,139.0,8.0
6100-1,23.0,1.0
610-1,38.0,1.0
610-2,32.0,3.0
6102-1,36.0,0.0
6103-1,42.0,0.0
6103-2,27.0,0.0
6104-1,26.0,1.0
6105-1,37.0,0.0
6107-1,19.0,1.0
6109-1,66.0,14.0
6110-1,20.0,6.0
611-1,15.0,4.0
6111-1,185.0,14.0
611-2,88.0,1.0
6112-1,1004.0,0.0
6114-1,240.0,2.0
6115-1,28.0,1.0
6116-1,604.0,0.0
6117-1,80.0,20.0
6118-1,106.0,0.0
6119-1,150.0,0.0
612-1,22.0,1.0
6125-1,27.0,5.0
6126-1,26.0,0.0
6127-1,29.0,0.0
6128-1,22.0,0.0
6130-1,97.0,3.0
613-1,17.0,1.0
6131-1,615.0,36.0
6132-1,14.0,1.0
6133-1,30.0,0.0
6134-1,37.0,1.0
6135-1,56.0,6.0
6136-1,58.0,2.0
6137-1,38.0,0.0
6138-1,59.0,1.0
6140-1,65.0,14.0
614-1,30.0,1.0
6143-1,34.0,0.0
6144-1,12.0,0.0
6145-1,87.0,9.0
6146-1,17.0,0.0
6150-1,88.0,18.0
6151-1,16.0,0.0
615-2,20.0,1.0
6152-1,28.0,0.0
6153-1,20.0,0.0
6154-1,77.0,0.0
6155-1,96.0,8.0
6156-1,64.0,4.0
6157-1,143.0,4.0
6158-1,61.0,1.0
6159-1,88.0,18.0
6160-1,265.0,41.0
616-1,27.0,4.0
6161-1,227.0,0.0
6162-1,286.0,4.0
6163-1,597.0,5.0
6164-1,499.0,26.0
6166-1,402.0,7.0
6167-1,685.0,11.0
6168-1,62.0,2.0
6169-1,5.0,1.0
617-1,41.0,0.0
6171-1,47.0,0.0
6173-1,7.0,0.0
6175-1,146.0,21.0
6176-1,78.0,2.0
6176782-1,159.0,2.0
6177-1,650.0,0.0
6180-1,261.0,36.0
618-1,36.0,2.0
6186-1,243.0,11.0
6187-1,279.0,20.0
6190-1,237.0,22.0
619-1,18.0,4.0
6191-1,107.0,11.0
6192-1,152.0,3.0
6193-1,139.0,0.0
6194-1,503.0,12.0
6195-1,479.0,38.0
6198-1,346.0,67.0
6199-1,415.0,71.0
6200-1,0.0,0.0
6200-2,36.0,1.0
620-1,29.0,3.0
6201-1,32.0,11.0
620-2,37.0,3.0
6202-2,53.0,4.0
620-3,1.0,0.0
6203-1,118.0,7.0
6204-1,43.0,0.0
6205-1,118.0,3.0
6206-1,206.0,9.0
6207-1,184.0,15.0
6208-1,416.0,28.0
6209-1,528.0,16.0
6210-1,766.0,21.0
621-1,32.0,2.0
6211-1,1316.0,104.0
621-2,42.0,1.0
6212-1,432.0,14.0
6213-1,1.0,0.0
6216-1,48.0,2.0
6217-1,43.0,2.0
6218-1,51.0,3.0
622-1,31.0,1.0
6221-1,37.0,3.0
622-2,45.0,0.0
6222-1,51.0,1.0
6223-1,58.0,3.0
6227-1,54.0,3.0
6228-1,42.0,5.0
6229-1,38.0,3.0
6230-1,91.0,1.0
623-1,32.0,2.0
6231-1,195.0,7.0
623-2,30.0,8.0
6232-1,34.0,0.0
6234-1,40.0,0.0
6235-1,27.0,0.0
6236-1,50.0,1.0
6237-1,29.0,0.0
6239-1,48.0,1.0
6240-1,78.0,2.0
624-1,27.0,0.0
6241-1,146.0,6.0
6242-1,374.0,6.0
6243-1,605.0,6.0
6244-1,73.0,1.0
6245-1,27.0,0.0
6246-1,60.0,1.0
6247-1,41.0,0.0
6248-1,116.0,8.0
6249-1,160.0,0.0
6250-1,159.0,1.0
625-1,30.0,1.0
6251-1,41.0,0.0
6252-1,36.0,0.0
6253-1,318.0,4.0
6254-1,110.0,0.0
6255-1,13.0,0.0
6256-1,64.0,1.0
6257-1,54.0,0.0
6258-1,77.0,0.0
6259-1,68.0,1.0
6260-1,78.0,0.0
626-1,1.0,0.0
6261-1,87.0,0.0
626-2,31.0,5.0
6262-1,151.0,4.0
6263-1,217.0,5.0
6264-1,223.0,0.0
6265-1,99.0,0.0
6266-1,106.0,0.0
6267-1,193.0,1.0
6268-1,190.0,0.0
6270-1,189.0,2.0
627-1,1.0,0.0
6271-1,316.0,6.0
6271-2,0.0,0.0
6273-1,383.0,5.0
6274-1,392.0,2.0
6276-1,514.0,7.0
6277-1,625.0,5.0
6278-1,437.0,6.0
6279-1,375.0,17.0
6280-1,298.0,1.0
628-1,1.0,0.0
6281-1,405.0,1.0
628-2,36.0,2.0
6282-1,42.0,2.0
628-3,1.0,0.0
6283-1,59.0,3.0
6285-1,907.0,13.0
6286-1,918.0,7.0
6289-1,712.0,3.0
6290-1,713.0,3.0
629-1,3.0,0.0
6291-1,297.0,1.0
6292-1,440.0,6.0
6293-1,56.0,2.0
6296-1,225.0,2.0
6299-1,0.0,0.0
6299-10,7.0,0.0
6299-11,3.0,0.0
6299-12,6.0,1.0
6299-13,8.0,1.0
6299-14,2.0,0.0
6299-15,4.0,0.0
6299-16,4.0,2.0
6299-17,8.0,0.0
6299-18,7.0,0.0
6299-19,11.0,0.0
6299-2,8.0,0.0
6299-20,4.0,0.0
6299-21,2.0,0.0
6299-22,2.0,0.0
6299-23,8.0,0.0
6299-24,10.0,2.0
6299-25,3.0,5.0
6299-3,6.0,3.0
6299-4,7.0,0.0
6299-5,7.0,0.0
6299-6,9.0,0.0
6299-7,3.0,0.0
6299-8,5.0,0.0
6299-9,8.0,0.0
6-3,328.0,10.0
630-1,1.0,0.0
6301-1,31.0,3.0
6302-1,31.0,0.0
630-3,1.0,0.0
6304-1,2.0,0.0
6305-1,24.0,0.0
6306-1,12.0,0.0
6307-1,22.0,0.0
6308-1,20.0,0.0
6309-1,33.0,8.0
6310-1,2.0,0.0
631-1,52.0,0.0
6311-1,2.0,0.0
6312-1,2.0,0.0
6313-1,2.0,0.0
6314-1,32.0,4.0
6315-1,11.0,0.0
6316-1,38.0,0.0
6317-1,48.0,0.0
6318-1,74.0,0.0
6319-1,49.0,0.0
6320-1,2.0,0.0
632-1,60.0,0.0
6321-1,2.0,0.0
6322-1,2.0,0.0
6323-1,2.0,0.0
6324-1,19.0,8.0
6325-1,28.0,1.0
6326-1,36.0,4.0
6327-1,44.0,4.0
6328-1,82.0,21.0
6329-1,129.0,11.0
6330-1,239.0,9.0
633-1,50.0,0.0
6331-1,156.0,13.0
6332-1,251.0,34.0
6333-1,47.0,5.0
6334-1,167.0,13.0
6335-1,376.0,27.0
6336-1,161.0,23.0
6337-1,318.0,21.0
6338-1,338.0,31.0
6339-1,550.0,21.0
6340-1,161.0,16.0
634-1,62.0,0.0
6341-1,98.0,11.0
6342-1,138.0,19.0
6344-1,143.0,19.0
6345-1,322.0,30.0
6346-1,364.0,61.0
6347-1,54.0,0.0
6348-1,275.0,48.0
6349-1,202.0,14.0
6350-1,146.0,6.0
635-1,62.0,0.0
6351-1,178.0,20.0
6352-1,135.0,11.0
6353-1,170.0,15.0
6354-1,148.0,27.0
6355-1,138.0,6.0
6356-1,150.0,11.0
6357-1,167.0,19.0
6358-1,146.0,9.0
6359-1,134.0,10.0
6360-1,113.0,6.0
636-1,14.0,0.0
6361-1,153.0,11.0
6362-1,132.0,3.0
6363-1,133.0,7.0
6364-1,128.0,12.0
6365-1,156.0,1.0
6366-1,101.0,16.0
6367-1,149.0,5.0
6368-1,124.0,15.0
6369-1,126.0,9.0
6370-1,179.0,9.0
637-1,3.0,0.0
6371-1,246.0,22.0
6372-1,230.0,8.0
6373-1,175.0,15.0
6374-1,245.0,21.0
6375-1,207.0,9.0
6375-2,261.0,11.0
6376-1,174.0,28.0
6377-1,288.0,21.0
6378-1,283.0,7.0
6379-1,286.0,0.0
6380-1,274.0,41.0
638-1,404.0,0.0
6381-1,205.0,5.0
6382-1,345.0,51.0
6383-1,407.0,13.0
6384-1,368.0,33.0
6385-1,367.0,49.0
6386-1,363.0,43.0
6387-1,320.0,55.0
6388-1,332.0,35.0
6389-1,484.0,59.0
6390-1,591.0,23.0
639-1,400.0,0.0
6391-1,537.0,30.0
6392-1,467.0,76.0
6393-1,610.0,25.0
6394-1,595.0,37.0
6395-1,583.0,30.0
6396-1,482.0,79.0
6397-1,440.0,35.0
6398-1,577.0,62.0
6399-1,743.0,47.0
6-4,2.0,0.0
6400-1,23.0,0.0
640-1,42.0,3.0
6401-1,44.0,1.0
640-2,46.0,2.0
6402-1,44.0,7.0
6403-1,97.0,0.0
6404-1,64.0,2.0
6405-1,127.0,5.0
6406-1,23.0,0.0
6407-1,24.0,2.0
6409-1,148.0,2.0
6410-1,150.0,4.0
641-1,36.0,2.0
6411-1,169.0,8.0
6414-1,195.0,16.0
6415-1,17.0,1.0
6416-1,227.0,15.0
6417-1,45.0,0.0
6418-1,288.0,7.0
6419-1,345.0,19.0
6420-1,11.0,3.0
642-1,39.0,4.0
642-2,27.0,6.0
6422-1,44.0,4.0
6423-1,32.0,3.0
6424-1,101.0,6.0
6425-1,30.0,12.0
6426-1,136.0,10.0
6427-1,39.0,4.0
6428-1,17.0,1.0
6429-1,41.0,7.0
6430-1,123.0,21.0
643-1,37.0,2.0
6431-1,41.0,7.0
643-2,32.0,3.0
6432-1,127.0,15.0
6433-1,79.0,10.0
6434-1,199.0,14.0
6435-1,194.0,23.0
6436-1,21.0,1.0
6437-1,26.0,3.0
6439-1,28.0,2.0
6440-1,141.0,23.0
644-1,59.0,2.0
6441-1,416.0,37.0
644-2,38.0,6.0
6442-1,133.0,20.0
6444-1,155.0,13.0
6445-1,88.0,13.0
6446-1,23.0,3.0
6447-1,45.0,4.0
6450-1,74.0,12.0
645-1,54.0,2.0
6451-1,143.0,9.0
645-2,56.0,1.0
6452-1,30.0,5.0
6453-1,54.0,7.0
6454-1,123.0,13.0
6455-1,216.0,51.0
6456-1,460.0,41.0
6457-1,16.0,2.0
6458-1,25.0,7.0
6459-1,105.0,15.0
646-1,40.0,3.0
6461-1,26.0,9.0
646-2,50.0,1.0
6462-1,183.0,17.0
6463-1,36.0,2.0
6464-1,326.0,35.0
6465-1,56.0,12.0
6467-1,70.0,4.0
6468-1,46.0,4.0
6469-1,0.0,0.0
6470-1,25.0,0.0
647-1,49.0,2.0
6471-1,27.0,3.0
6472-1,446.0,39.0
6473-1,288.0,17.0
6474-1,47.0,3.0
6477-1,91.0,15.0
6478-1,194.0,34.0
6479-1,387.0,46.0
6480-1,107.0,14.0
648-1,40.0,2.0
6481-1,157.0,29.0
6482-1,180.0,18.0
6483-1,230.0,34.0
6484-1,262.0,25.0
6486-1,63.0,7.0
6487-1,64.0,6.0
6489-1,87.0,2.0
6490-1,114.0,7.0
649-1,32.0,4.0
6491-1,49.0,11.0
6492-1,142.0,15.0
6493-1,226.0,15.0
6494-1,463.0,56.0
6495-1,74.0,11.0
6496-1,132.0,35.0
6497-1,287.0,13.0
6498-1,21.0,1.0
6499-1,72.0,11.0
650-1,35.0,5.0
6501-1,27.0,3.0
6502-1,24.0,0.0
65028-1,0.0,0.0
65030-1,0.0,0.0
6503-1,31.0,1.0
65034-1,0.0,0.0
6504-1,23.0,3.0
6505-1,22.0,7.0
6506-1,27.0,5.0
65062-1,2.0,0.0
6507-1,30.0,0.0
65071-1,0.0,0.0
6508-1,37.0,2.0
65081-1,3.0,0.0
6509-1,39.0,2.0
6510-1,31.0,5.0
65106-1,0.0,0.0
65109-1,0.0,0.0
651-1,35.0,6.0
65110-1,0.0,0.0
6511-1,31.0,7.0
6512-1,33.0,7.0
65127-1,0.0,0.0
65128-1,0.0,0.0
6513-1,32.0,0.0
6514-1,30.0,6.0
65145-1,0.0,0.0
6515-1,66.0,4.0
65153-1,0.0,0.0
6516-1,32.0,2.0
6517-1,26.0,3.0
6518-1,33.0,4.0
65182-1,22.0,0.0
65186-1,0.0,0.0
6519-1,41.0,7.0
6520-1,192.0,34.0
6521-1,49.0,9.0
652-2,38.0,4.0
6522-1,26.0,12.0
65221-1,1.0,0.0
65229-1,0.0,0.0
65230-1,0.0,0.0
6523-1,43.0,8.0
6524-1,43.0,7.0
6525-1,41.0,8.0
65258-1,0.0,0.0
6526-1,47.0,2.0
6527-1,40.0,3.0
65277-1,0.0,0.0
6528-1,38.0,1.0
6529-1,34.0,2.0
65295-1,1.0,0.0
65296-1,1.0,0.0
65297-1,1.0,0.0
6530-1,37.0,6.0
653-1,31.0,5.0
6531-1,53.0,6.0
6532-1,46.0,2.0
6533-1,49.0,13.0
65340-1,0.0,0.0
6534-1,41.0,6.0
6535-1,38.0,4.0
6536-1,41.0,7.0
65362-1,1.0,0.0
65363-1,1.0,0.0
65364-1,1.0,0.0
6537-1,51.0,0.0
6538-1,55.0,6.0
6539-1,429.0,30.0
6540-1,322.0,44.0
654-1,31.0,2.0
6541-1,514.0,41.0
6542-1,1033.0,60.0
6543-1,682.0,29.0
6544-1,326.0,25.0
6545-1,265.0,26.0
6546-1,38.0,1.0
65468-1,0.0,0.0
6547-1,199.0,8.0
6548-1,124.0,4.0
6549-1,172.0,12.0
6550-1,43.0,8.0
655-1,32.0,1.0
6551-1,177.0,18.0
65514-1,0.0,0.0
65515-1,0.0,0.0
65518-1,0.0,0.0
6552-1,223.0,18.0
65524-1,0.0,0.0
65527-1,0.0,0.0
6553-1,117.0,22.0
65535-1,2.0,0.0
65537-1,0.0,0.0
6554-1,231.0,32.0
65542-1,1.0,0.0
65545-1,1.0,0.0
65549-1,0.0,0.0
6555-1,28.0,4.0
6556-1,70.0,8.0
6557-1,129.0,19.0
65572-1,0.0,0.0
65573-1,0.0,0.0
65579-1,1.0,0.0
65580-1,1.0,0.0
6558-1,173.0,29.0
6559-1,318.0,43.0
6560-1,449.0,38.0
656-1,44.0,5.0
6561-1,216.0,26.0
6562-1,215.0,13.0
6563-1,226.0,15.0
6564-1,33.0,2.0
65642-1,2.0,0.0
6565-1,72.0,6.0
6566-1,102.0,6.0
6567-1,27.0,1.0
6568-1,267.0,28.0
6569-1,0.0,0.0
6570-1,39.0,4.0
657-1,35.0,1.0
6571-1,382.0,56.0
65716-1,0.0,0.0
6572-1,50.0,5.0
6573-1,106.0,17.0
65743-1,0.0,0.0
6575-1,399.0,53.0
65757-1,0.0,0.0
6576-1,24.0,0.0
65767-1,0.0,0.0
65768-1,2.0,0.0
65769-1,2.0,0.0
6577-1,19.0,3.0
65771-1,2.0,0.0
65777-1,0.0,0.0
6578-1,20.0,4.0
6579-1,43.0,1.0
65799-1,0.0,0.0
65800-1,0.0,0.0
6580-1,105.0,10.0
65801-1,0.0,0.0
65808-1,0.0,0.0
658-1,35.0,3.0
6581-1,114.0,14.0
65813-1,0.0,0.0
6582-1,250.0,41.0
6584-1,340.0,17.0
65844-1,0.0,0.0
65845-1,0.0,0.0
65849-1,0.0,0.0
6585-1,19.0,0.0
65851-1,1.0,0.0
6586-1,47.0,10.0
6589-1,76.0,8.0
6590-1,98.0,18.0
659-1,46.0,3.0
6591-1,130.0,14.0
6592-1,112.0,15.0
6593-1,115.0,11.0
6594-1,121.0,6.0
6595-1,88.0,5.0
6596-1,120.0,15.0
6597-1,823.0,85.0
6598-1,521.0,52.0
6599-1,52.0,10.0
6600-1,20.0,3.0
6600-2,289.0,34.0
660-1,36.0,5.0
6601-1,30.0,0.0
6602-1,22.0,3.0
6602-2,67.0,12.0
6603-1,25.0,2.0
6604-1,29.0,2.0
6605-1,20.0,0.0
6606-1,24.0,2.0
6607-1,23.0,2.0
6608-1,19.0,2.0
6609-1,17.0,0.0
6610-1,29.0,0.0
661-1,48.0,1.0
6611-1,18.0,3.0
66116-1,0.0,0.0
66117-1,0.0,0.0
6612-1,27.0,2.0
6613-1,23.0,3.0
66138-1,0.0,0.0
6614-1,106.0,16.0
6615-1,74.0,4.0
66156-1,0.0,0.0
6616-1,135.0,15.0
6617-1,341.0,53.0
66174-1,0.0,0.0
66175-1,0.0,0.0
66177-1,0.0,0.0
6618-1,24.0,0.0
66188-1,0.0,0.0
6619-1,20.0,0.0
66193-1,0.0,0.0
66194-1,0.0,0.0
66195-1,0.0,0.0
6620-1,501.0,6.0
66207-1,0.0,0.0
66208-1,9.0,0.0
662-1,25.0,2.0
6621-1,36.0,3.0
6622-1,28.0,2.0
66221-1,0.0,0.0
66225-1,0.0,0.0
6623-1,32.0,8.0
66237-1,0.0,0.0
66239-1,0.0,0.0
6624-1,35.0,5.0
66246-1,0.0,0.0
66247-1,0.0,0.0
6625-1,50.0,16.0
66255-1,0.0,0.0
66256-1,0.0,0.0
66257-1,0.0,0.0
66258-1,0.0,0.0
66260-1,0.0,0.0
6626-1,32.0,5.0
6626-2,18.0,3.0
6627-1,32.0,5.0
6628-1,33.0,5.0
6628-2,20.0,0.0
66282-1,0.0,0.0
66284-1,1.0,0.0
66290-1,0.0,0.0
6629-1,32.0,7.0
6630-1,33.0,1.0
66305-1,0.0,0.0
66306-1,0.0,0.0
66307-1,0.0,0.0
66308-1,0.0,0.0
663-1,57.0,3.0
6631-1,46.0,2.0
66311-1,2.0,0.0
66318-1,0.0,0.0
66319-1,0.0,0.0
6632-1,40.0,4.0
66325-1,0.0,0.0
66326-1,0.0,0.0
66328-1,0.0,0.0
66329-1,0.0,0.0
66330-1,0.0,0.0
6633-1,40.0,6.0
66331-1,0.0,0.0
6634-1,39.0,8.0
66341-1,0.0,0.0
66342-1,0.0,0.0
66345-1,0.0,0.0
66357-1,0.0,0.0
66358-1,0.0,0.0
66359-1,0.0,0.0
66360-1,0.0,0.0
6636-1,269.0,40.0
66362-1,0.0,0.0
66363-1,0.0,0.0
66364-1,0.0,0.0
66365-1,0.0,0.0
66366-1,0.0,0.0
66368-1,0.0,0.0
6637-1,0.0,0.0
66373-1,0.0,0.0
66374-1,0.0,0.0
66375-1,0.0,0.0
66377-1,0.0,0.0
66378-1,0.0,0.0
66380-1,0.0,0.0
6638-1,282.0,9.0
66383-1,0.0,0.0
66386-1,0.0,0.0
66387-1,0.0,0.0
66388-1,0.0,0.0
66389-1,0.0,0.0
6639-1,70.0,0.0
66392-1,0.0,0.0
66394-1,0.0,0.0
66395-1,0.0,0.0
66396-1,0.0,0.0
66397-1,0.0,0.0
66404-1,0.0,0.0
66405-1,0.0,0.0
66409-1,0.0,0.0
664-1,46.0,1.0
66410-1,0.0,0.0
6641-1,73.0,8.0
66411-1,0.0,0.0
66412-1,0.0,0.0
66414-1,0.0,0.0
6642-1,57.0,11.0
66426-1,0.0,0.0
66427-1,0.0,0.0
66428-1,0.0,0.0
6643-1,64.0,13.0
66431-1,0.0,0.0
66432-1,0.0,0.0
66433-1,0.0,0.0
66434-1,0.0,0.0
66435-1,0.0,0.0
66436-1,0.0,0.0
66437-1,0.0,0.0
6644-1,64.0,11.0
66444-1,0.0,0.0
66448-1,0.0,0.0
66449-1,0.0,0.0
66450-1,0.0,0.0
6645-1,59.0,6.0
66451-1,0.0,0.0
66452-1,0.0,0.0
6646-1,63.0,2.0
6647-1,53.0,2.0
66479-1,0.0,0.0
6648-1,56.0,8.0
6648-2,39.0,3.0
6649-1,59.0,9.0
66491-1,0.0,0.0
66492-1,0.0,0.0
66493-1,0.0,0.0
66495-1,0.0,0.0
6650-1,41.0,5.0
6651-1,43.0,3.0
66512-1,0.0,0.0
66514-1,0.0,0.0
66515-1,0.0,0.0
6652-1,45.0,0.0
6653-1,47.0,9.0
6654-1,51.0,3.0
6655-1,52.0,6.0
6656-1,47.0,6.0
6657-1,65.0,2.0
6658-1,60.0,5.0
6659-1,59.0,7.0
6660-1,44.0,8.0
6661-1,73.0,9.0
6662-1,74.0,13.0
6663-1,73.0,5.0
6664-1,57.0,14.0
6665-1,76.0,1.0
6666-1,65.0,13.0
6667-1,90.0,7.0
6668-1,101.0,8.0
6669-1,80.0,14.0
6670-1,103.0,11.0
6671-1,94.0,13.0
6672-1,59.0,11.0
6673-1,63.0,12.0
6674-1,90.0,8.0
6675-1,73.0,8.0
6676-1,85.0,15.0
6677-1,66.0,11.0
6678-1,56.0,5.0
6679-1,82.0,1.0
6679-2,70.0,8.0
6680-1,53.0,10.0
6681-1,71.0,11.0
6682-1,83.0,7.0
6683-1,67.0,2.0
6684-1,70.0,11.0
6685-1,94.0,5.0
6686-1,82.0,6.0
6687-1,68.0,10.0
6688-1,64.0,8.0
6689-1,51.0,4.0
6690-1,97.0,7.0
6691-1,104.0,3.0
6692-1,92.0,5.0
6693-1,107.0,7.0
6694-1,93.0,16.0
6695-1,101.0,5.0
6696-1,101.0,5.0
6697-1,79.0,6.0
6698-1,111.0,19.0
6699-1,69.0,12.0
670-1,52.0,3.0
6701-1,36.0,0.0
6702-1,41.0,2.0
6703-1,38.0,4.0
6704-1,37.0,7.0
6705-1,29.0,10.0
6706-1,29.0,0.0
6707-1,22.0,1.0
6709-1,16.0,0.0
670F-1,10.0,0.0
6710-1,2.0,0.0
671-1,72.0,2.0
6711-1,24.0,0.0
6712-1,26.0,2.0
6713-1,270.0,28.0
6714-1,80.0,0.0
6716-1,65.0,0.0
6718-1,74.0,0.0
6719-1,25.0,0.0
671F-1,13.0,0.0
6720-1,23.0,0.0
672-1,60.0,5.0
6721-1,26.0,0.0
6722-1,19.0,0.0
673-1,55.0,5.0
6731-1,14.0,0.0
6732-1,14.0,6.0
6733-1,17.0,2.0
6734-1,54.0,4.0
6735-1,80.0,7.0
6736-1,91.0,0.0
6737-1,90.0,3.0
6738-1,113.0,4.0
6739-1,187.0,11.0
673F-1,6.0,0.0
6740-1,315.0,23.0
674-1,51.0,4.0
6741-1,58.0,7.0
6742-1,57.0,10.0
6743-1,153.0,21.0
6745-1,246.0,10.0
6746-1,131.0,5.0
6747-1,263.0,15.0
6748-1,253.0,5.0
6750-1,91.0,19.0
675-1,63.0,1.0
6751-1,482.0,9.0
6752-1,744.0,47.0
6753-1,1248.0,75.0
6754-1,966.0,31.0
6755-1,177.0,3.0
6758-1,18.0,0.0
6759-1,16.0,0.0
6760-1,13.0,0.0
6761-1,249.0,1.0
6762-1,685.0,7.0
6763-1,347.0,10.0
6764-1,178.0,3.0
6765-1,348.0,3.0
6766-1,347.0,10.0
6769-1,685.0,7.0
6770-1,110.0,7.0
677-1,48.0,0.0
6771-1,26.0,5.0
6772-1,52.0,14.0
6773-1,65.0,15.0
6774-1,119.0,17.0
6775-1,181.0,22.0
6776-1,361.0,59.0
6780-1,171.0,35.0
6781-1,200.0,30.0
6783-1,320.0,28.0
6784-1,26.0,0.0
6785-1,56.0,0.0
6790-1,21.0,0.0
6791-1,21.0,0.0
6799-1,77.0,0.0
6800-1,18.0,2.0
680-1,58.0,4.0
6801-1,22.0,0.0
6802-1,26.0,0.0
6803-1,21.0,4.0
6804-1,19.0,2.0
6805-1,23.0,6.0
6806-1,17.0,6.0
6807-1,21.0,3.0
6808-1,26.0,3.0
6809-1,33.0,4.0
6810-1,32.0,9.0
681-1,59.0,4.0
6811-1,21.0,5.0
6812-1,20.0,5.0
6813-1,22.0,2.0
6814-1,21.0,4.0
6815-1,26.0,3.0
6816-1,18.0,2.0
6817-1,24.0,9.0
6818-1,31.0,7.0
6820-1,30.0,4.0
682-1,52.0,5.0
6821-1,30.0,0.0
6822-1,30.0,5.0
6823-1,26.0,1.0
6824-1,38.0,10.0
6825-1,26.0,14.0
6826-1,29.0,3.0
6827-1,30.0,5.0
6828-1,44.0,13.0
6829-1,43.0,10.0
6830-1,45.0,6.0
683-1,56.0,2.0
6831-1,30.0,6.0
6832-1,37.0,5.0
6833-1,31.0,10.0
6834-1,49.0,7.0
6835-1,44.0,5.0
6836-1,29.0,13.0
6837-1,49.0,11.0
684-1,47.0,6.0
6841-1,38.0,6.0
6842-1,44.0,2.0
6844-1,44.0,2.0
6845-1,44.0,7.0
6846-1,63.0,6.0
6847-1,44.0,5.0
6848-1,56.0,6.0
6848-2,46.0,8.0
6848-3,56.0,6.0
6849-1,38.0,9.0
6850-1,39.0,10.0
685-1,47.0,3.0
6851-1,34.0,4.0
685-2,47.0,3.0
6852-1,58.0,5.0
6854-1,49.0,5.0
6856-1,66.0,12.0
6857-1,376.0,20.0
6858-1,80.0,19.0
6860-1,655.0,58.0
686-1,66.0,4.0
6861-1,50.0,5.0
6861-2,1.0,0.0
6862-1,228.0,26.0
6862-2,186.0,27.0
6863-1,276.0,13.0
6864-1,518.0,42.0
6865-1,64.0,10.0
6866-1,200.0,7.0
6867-1,164.0,22.0
6868-1,355.0,41.0
6869-1,684.0,66.0
6870-1,56.0,4.0
687-1,47.0,1.0
6871-1,63.0,8.0
6872-1,65.0,11.0
6873-1,263.0,43.0
6874-1,60.0,6.0
6875-1,82.0,11.0
6876-1,87.0,5.0
6877-1,52.0,10.0
6878-1,62.0,13.0
6879-1,65.0,18.0
6880-1,81.0,2.0
688-1,61.0,2.0
6881-1,89.0,9.0
6882-1,95.0,7.0
6883-1,96.0,13.0
6884-1,101.0,8.0
6885-1,91.0,10.0
6886-1,106.0,15.0
6887-1,94.0,6.0
6889-1,130.0,8.0
6890-1,103.0,12.0
689-1,41.0,5.0
6891-1,121.0,14.0
6892-1,139.0,11.0
6893-1,143.0,19.0
6894-1,141.0,18.0
6895-1,141.0,11.0
6896-1,84.0,9.0
6897-1,140.0,6.0
6898-1,122.0,16.0
6899-1,129.0,30.0
6900-1,93.0,19.0
690-1,56.0,17.0
6901-1,120.0,19.0
6901-2,17.0,3.0
6902-1,17.0,3.0
6903-1,17.0,7.0
6905-1,98.0,20.0
6907-1,79.0,17.0
6909-1,79.0,17.0
6910-1,65.0,10.0
691-1,56.0,6.0
6911-1,61.0,13.0
6912-1,123.0,9.0
6913-1,148.0,14.0
6914-1,189.0,5.0
6915-1,211.0,23.0
6918-1,112.0,5.0
6919-1,212.0,38.0
692-1,58.0,1.0
6921-1,46.0,0.0
6923-1,179.0,15.0
6925-1,192.0,19.0
6926-1,139.0,11.0
6927-1,158.0,15.0
6928-1,184.0,17.0
6929-1,224.0,22.0
6930-1,192.0,14.0
693-1,69.0,3.0
6931-1,207.0,20.0
6932-1,235.0,16.0
6933-1,203.0,9.0
6934-1,17.0,1.0
6935-1,15.0,1.0
6936-1,20.0,0.0
6937-1,2.0,0.0
6938-1,167.0,32.0
6939-1,198.0,24.0
6940-1,233.0,35.0
694-1,61.0,3.0
6941-1,260.0,24.0
6942-1,13.0,8.0
6943-1,13.0,8.0
6944-1,20.0,0.0
