set_num,name,year,theme_id,matte,transparent
5004604-1,Classic Minifigure Link Watch,2015,501,0.0,0.0
5004605-1,Boba Fett Minifigure Watch,2015,501,0.0,0.0
5004606-1,Darth Maul Watch,2015,501,0.0,0.0
5004607-1,Darth Vader Watch,2015,501,0.0,0.0
5004608-1,Luke Skywalker Watch,2015,501,0.0,0.0
5004609-1,Stormtrooper Watch,2015,501,0.0,0.0
5004610-1,Yoda Watch,2015,501,0.0,0.0
5004611-1,Emmet Minifigure Watch,2015,501,0.0,0.0
5004612-1,Lucy Wyldstyle Minifigure Link Watch,2016,501,0.0,0.0
5004750-1,Kai Key Light,2015,503,0.0,0.0
5004751-1,Wonder Woman Key Light,2015,503,0.0,0.0
5004752-1,Boba Fett Key Light,2015,503,0.0,0.0
5004796-1,Jay Key Light,2015,503,0.0,0.0
5004798-1,LEGO Star Wars: The Dark Side,2014,497,4.0,0.0
5004799-1,LEGO® Architecture: The Visual Guide,2014,497,0.0,0.0
5004838-1,WeDo 2.0 Add-On Power Pack,2016,521,2.0,0.0
5004853-1,LEGO Star Wars Character Encyclopedia: Updated and Expanded,2015,497,6.0,0.0
5004854-1,LEGO® Star Wars in 100 scenes,2015,497,0.0,0.0
5004868-1,LEGO® Mixels™ Munchos,2015,586,0.0,0.0
5004869-1,LEGO® Mixels™ Glorp Corp,2015,586,0.0,0.0
5004870-1,LEGO® Mixels™ Weldos,2015,586,0.0,0.0
5004932,LEGO My Travel Companion,2017,599,35.0,2.0
5005-1,Battery Box 4.5V,1987,443,1.0,0.0
5006-1,Replacement 2-Piece Battery Motor Housing,1987,443,2.0,0.0
5007-1,Basic Motor 4.5V,1987,443,1.0,0.0
5008-1,Brick Separator,1990,443,1.0,0.0
5009-1,"Building Plate 16 x 32, Yellow",1990,443,1.0,0.0
50-1,Universal Building Set,1976,469,382.0,8.0
5010-1,"Building Plate 16 x 32, Green",1990,443,1.0,0.0
5011-1,9V Basic Motor,1992,443,1.0,0.0
5012-1,Soccer Player with Goal,2003,462,10.0,4.0
501-3,JUMBO Pull Toy,1966,369,9.0,0.0
5013-1,Basketball,2003,459,25.0,1.0
5014-1,Slammer,2003,461,34.0,0.0
5015-1,Skateboard Bill,2003,460,18.0,0.0
5016-1,Basketball Promotional Set,2003,459,16.0,1.0
5017-1,Hockey Promotional Set,2003,461,38.0,0.0
5018-1,Gravity Games Promotional Set,2003,460,18.0,0.0
502-2,Pre-School Medium Set,1968,369,8.0,0.0
5030-1,Signs for Use with Lighting Bricks 9V,1992,443,16.0,0.0
503-1,Basic Building Set,1987,467,37.0,2.0
5031-1,"Propellers, Wheels, Rotor Unit",1987,443,15.0,0.0
503-2,Pre-School Large Set,1968,369,16.0,0.0
5032-1,Jack,1987,443,1.0,0.0
5033-1,1x4 Lighing Brick and 4 Colour Globes,1987,443,1.0,4.0
5034-1,1x2 Lighting Brick and 4 Colour Globes,1987,443,1.0,4.0
5035-1,"Town Siren, 2 x 2",1987,443,1.0,0.0
5036-1,"Space Siren, 2 x 2",1987,443,1.0,0.0
5037-1,Current Carrying Plates,1988,443,9.0,0.0
5038-1,9V Battery Box,1988,443,1.0,0.0
5039-1,Monorail Stop / Reverse Switch,1987,443,3.0,0.0
5040-1,Monorail 9V Motor,1988,443,1.0,0.0
504-1,Basic Building Set,1985,467,40.0,1.0
5041-1,Wire for 9V (9cm),1988,453,1.0,0.0
5042-1,"Space Light and Radar Plates, Disks, Cones",1991,452,0.0,50.0
5043-1,"Mini Antennas, Control Sticks and Antennas",1991,443,20.0,6.0
5044-1,"Plateau, Approach for Harbour",1991,443,3.0,0.0
5045-1,"Magnets, Magnet Holders",1991,443,12.0,0.0
5046-1,"Hub, Tire and Wheel Suspension",1991,443,10.0,0.0
5047-1,"Hinges, Couplings, Turntables",1993,443,30.0,0.0
5048-1,Town Accessories,1993,454,34.0,2.0
5049-1,Transparent Windows and Bricks,1993,443,4.0,4.0
5050-1,Plane Accessories,1993,443,26.0,1.0
5051-1,"Windscreens, Seats, Steering Wheel",1993,443,8.0,6.0
5052-1,"Antennas, Control Sticks",1993,443,33.0,6.0
5053-1,"Small Plates with Tool Holders, Disks, Cones",1993,443,24.0,52.0
5054-1,Decorated Elements,1993,443,28.0,0.0
5055-1,Magnets and Magnet Holders,1993,443,12.0,0.0
5056-1,Space Elements,1993,452,32.0,5.0
5057-1,Space Accessories,1993,452,21.0,6.0
5058-1,Pirate Accessories,1993,449,35.0,0.0
5059-1,Castle Equipment,1993,447,32.0,2.0
5060-1,Cannons,1993,443,16.0,0.0
5061-1,"Connector Leads, 75cm and 25cm",1987,456,6.0,0.0
5062-1,Shunting Trip Posts and Signal,1987,456,4.0,0.0
5063-1,Power Supply Rail,1987,456,1.0,0.0
5064-1,Locomotive Wheels,1987,456,8.0,0.0
5065-1,3m Wiring and Two-Way Plug,1987,443,11.0,0.0
5066-1,Magnetic Train Coupler,1987,456,6.0,0.0
5067-1,"Rubber Wheel Rims, Grey",1987,456,8.0,0.0
5068-1,Motor Frame and Coupling,1987,456,5.0,0.0
5069-1,12V Lighting Bricks,1987,443,2.0,0.0
5070-1,"Wheel Sets, Black",1987,456,2.0,0.0
507-1,Basic Building Set,1987,467,56.0,4.0
5071-1,"Wheel Sets, Large, Red",1987,456,2.0,0.0
5072-1,"Wagonplate, 6 x 28 Studs",1987,456,1.0,0.0
5073-1,Light Transmitting Elements for Train Sets,1987,456,1.0,6.0
5074-1,"Bogie Plates, Black",1987,456,2.0,0.0
5075-1,"Battery Tender, Red",1987,456,2.0,0.0
5076-1,Plates 2 x 8,1989,443,8.0,0.0
5077-1,Sliding Gates and Rails,1987,443,6.0,0.0
5078-1,Crane Accessories,1993,443,17.0,0.0
5079-1,Change-Over Unit,1989,456,1.0,0.0
50799-1,Knights' Kingdom Adventure Box,2005,198,1.0,0.0
5080-1,Remote Control for Switch,1989,456,1.0,0.0
508-1,Basic Building Set,1985,467,64.0,2.0
5081-1,Remote Control for Signal,1989,456,1.0,0.0
5082-1,Flash Light Unit,1989,456,1.0,0.0
5083-1,Remote Control for Crossing,1989,456,1.0,0.0
5084-1,12V Light Brick,1989,443,1.0,0.0
5085-1,Power Supply Rail with Socket,1989,456,1.0,0.0
5086-1,12V Motor (old),1993,443,1.0,0.0
509-1,38 Slimbricks Assorted Sizes,1965,371,190.0,38.0
5099-1,Pneumatic Valves,1991,453,1.0,0.0
5100-1,TECHNIC Battery Box,1987,453,1.0,0.0
510-1,Basic Building Set,1985,467,100.0,4.0
5101-1,4.5v TECHNIC Motor,1987,453,1.0,0.0
510-2,Tiles,1965,371,156.0,0.0
5102-1,"Pneumatic Tube, 60 cm and 100 cm",1987,453,2.0,0.0
5103-1,"Pneumatic Spring Cylinder, 48 mm",1987,453,1.0,0.0
5104-1,"Pneumatic Cylinder, 48 mm",1987,453,1.0,0.0
5105-1,"Pneumatic Cylinder, 64 mm",1987,453,1.0,0.0
5106-1,Two-Way Valve and Non-Return Valve,1987,453,2.0,0.0
5107-1,Pneumatic Pump 2 Cylinder,1991,453,1.0,0.0
5108-1,Pneumatic Piston 2 Cylinder,1989,453,1.0,0.0
5109-1,Pneumatic Tubes and Pieces,1989,453,6.0,0.0
5110-1,Pneumatic Value Pack,1990,453,4.0,0.0
5110-2,"Cross Axles, Nuts",1989,453,26.0,0.0
5111-1,"9V Motor Wire, 128cm",1990,453,1.0,0.0
5112-1,"Lifting Grabs, Crane Hook",1987,453,3.0,0.0
5113-1,TECHNIC Airscrew,1987,453,1.0,0.0
5114-1,Extra 9 Volt Motor,1991,453,1.0,0.0
5115-1,9V Battery Box,1992,453,1.0,0.0
5116-1,Pneumatic Cylinder 1.25,1997,453,1.0,0.0
5117-1,Compressor Pump,1997,453,7.0,0.0
5118-1,TECHNIC Cables,1995,453,35.0,0.0
5119-1,Micro Motor,1996,453,4.0,0.0
5120-1,Polarity Switch,1993,453,2.0,0.0
5121-1,Decorated Elements,1994,443,30.0,0.0
5122-1,Pirate Accessories,1994,449,29.0,0.0
5124-1,Wheels and Bearings,1994,443,28.0,0.0
5125-1,Spaceport Accessories,1995,454,35.0,0.0
5126-1,Crane and Digger Accessories,1995,443,18.0,0.0
5127-1,Antennas and Control Sticks,1995,443,28.0,9.0
5128-1,"Transparent Plates, Bricks, Toolholders",1996,443,24.0,56.0
5129-1,Space Accessories,1996,452,19.0,3.0
5130-1,"Windows, Seats, Steering Wheels",1996,443,8.0,6.0
5131-1,"Hinges, Couplings, Turntables",1996,443,30.0,0.0
5132-1,"Wheels, Bearings and Suspension",1995,443,32.0,0.0
5133-1,Town Accessories,1996,454,43.0,4.0
5134-1,Cannons and Wheels,1995,443,28.0,0.0
5135-1,Castle Accessories,1995,447,32.0,2.0
5136-1,Belville Accessories,1995,446,8.0,2.0
5137-1,Town Accessories,1994,454,40.0,4.0
5138-1,Castle Accessories,1994,447,37.0,2.0
5139-1,Cannons with Wheels,1994,443,28.0,0.0
5140-1,"Bricks, Red",1987,443,62.0,0.0
5141-1,"Bricks, Blue",1987,443,62.0,0.0
5142-1,"Bricks, White",1987,443,62.0,0.0
5143-1,"Bricks, Yellow",1987,443,62.0,0.0
5144-1,"Bricks, Black",1987,443,62.0,0.0
5145-1,"Bricks, Gray",1987,443,62.0,0.0
5146-1,"Plates, Blue",1987,443,42.0,0.0
5147-1,"Plates, Red",1987,443,42.0,0.0
5148-1,Wheels,1987,443,40.0,0.0
5149-1,Doors and Windows,1987,443,34.0,4.0
5150-1,Pirate Elements,1990,449,35.0,0.0
515-1,Basic Building Set,1990,467,115.0,2.0
5151-1,"Roof Bricks, Red, 45 Degrees",1987,443,59.0,0.0
5152-1,"Roof Bricks, Red, 25 Degrees",1987,443,60.0,0.0
5153-1,Plane Accessories,1991,443,23.0,0.0
5154-1,Decorated Elements,1991,443,26.0,0.0
5155-1,Space Jets and Wings,1991,443,19.0,0.0
5156-1,Transparent Bricks,1991,443,2.0,15.0
5157-1,Town and Space Equipment,1991,443,32.0,0.0
5158-1,"T-Junction, Circle Plates",1990,454,2.0,0.0
5159-1,Straight Runways,1990,454,2.0,0.0
5160-1,Aquazone Accessories,1995,445,19.0,2.0
5161-1,Inverted Slope Bricks,1987,443,16.0,0.0
5162-1,Fences and Gates,1987,443,10.0,0.0
5163-1,"Turntables, 4 x 4 and 2 x 2",1987,443,8.0,0.0
5164-1,"Hinges, Turntables and Couplings",1991,443,20.0,0.0
5165-1,"Hinges, Couplings and Tilting Bearings",1991,443,32.0,0.0
5166-1,"Lampholders, Plates with Holder",1991,443,18.0,0.0
5167-1,"Hinges, Tilt Bearings",1987,443,16.0,0.0
5168-1,Digger Bucket Assembly,1987,443,4.0,0.0
5169-1,Crane Set Assembly,1987,443,7.0,0.0
517-1,Basic Building Set,1987,467,121.0,4.0
5171-1,Decorated Elements,1987,443,28.0,0.0
5172-1,Rocket Stages,1987,443,24.0,6.0
5173-1,Space Jet & Wings,1987,452,19.0,0.0
5174-1,Wheels and Bearings,1987,443,28.0,0.0
5175-1,Space Elements,1987,452,26.0,0.0
5176-1,Transparent Bricks,1987,443,2.0,17.0
5177-1,Town and Space Accessories,1987,443,32.0,3.0
5178-1,Plane Accessories,1987,443,23.0,0.0
5179-1,Hinges and Couplings,1987,443,26.0,0.0
5180-1,"T-Junction, Circle (Airport)",1987,454,2.0,0.0
518-1,2 x 4 Plates (cardboard box version),1962,371,168.0,24.0
518-10,2 x 4 Plates - Blue (architectural hobby und modelbau version),1962,252,25.0,1.0
518-11,2 x 4 Plates - Light Gray (architectural hobby und modelbau version),1962,252,25.0,1.0
5181-1,"Runways, Straight (Airport)",1987,454,2.0,0.0
518-12,2 x 4 Plates - Red (architectural hobby und modelbau version),1962,252,25.0,1.0
518-13,2 x 4 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,1.0,25.0
518-14,2 x 4 Plates - White (architectural hobby und modelbau version),1962,252,25.0,1.0
518-15,2 x 4 Plates - Yellow (architectural hobby und modelbau version),1962,252,25.0,1.0
5182-1,Hinges and Couplings,1989,443,19.0,0.0
5183-1,Hinges and Couplings,1989,443,32.0,0.0
5184-1,Castle Equipment,1989,447,38.0,0.0
5185-1,Dustbins with Lids,1989,443,8.0,0.0
5186-1,Fence,1989,443,10.0,0.0
5187-1,Bricks with Groove and Garage Panels,1989,443,17.0,9.0
5188-1,"Seats, Steering Wheels and Windscreens",1989,443,6.0,4.0
518-9,2 x 4 Plates - Black (architectural hobby und modelbau version),1962,252,25.0,1.0
5189-1,Ladder (Black and Grey),1989,443,16.0,0.0
5190-1,Seats and Windscreens,1989,443,4.0,3.0
519-1,2 x 3 Plates (cardboard box version),1962,371,210.0,30.0
519-10,2 x 3 Plates - Blue (architectural hobby und modelbau version),1962,252,31.0,1.0
519-11,2 x 3 Plates - Light Gray (architectural hobby und modelbau version),1962,252,31.0,1.0
5191-1,Balloon Tires,1989,443,4.0,0.0
519-12,2 x 3 Plates - Red (architectural hobby und modelbau version),1962,252,31.0,1.0
519-13,2 x 3 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,1.0,31.0
519-14,2 x 3 Plates - White (architectural hobby und modelbau version),1962,252,31.0,1.0
519-15,2 x 3 Plates - Yellow (architectural hobby und modelbau version),1962,252,31.0,1.0
5192-1,Cypress Trees,1989,443,2.0,0.0
5193-1,Sloping Frames,1989,443,6.0,0.0
5194-1,"Hinge Plate, Fork-Lift",1989,443,3.0,0.0
5195-1,Assorted Arches,1989,443,6.0,0.0
5196-1,"Crane, Crane Hooks and Ladders",1989,443,5.0,0.0
5197-1,"Lampholders, Plate with Holders",1989,443,24.0,0.0
5198-1,"Small Plates, Disks and Cones",1989,443,0.0,56.0
519-9,2 x 3 Plates - Black (architectural hobby und modelbau version),1962,252,31.0,1.0
5199-1,Mini Antennas and Stick,1989,443,28.0,4.0
5200-1,Signal Masts and Feet,1987,456,8.0,0.0
520-1,2 x 2 Plates - Black (cardboard box version),1962,371,40.0,0.0
520-10,2 x 2 Plates - Blue (architectural hobby und modelbau version),1962,252,41.0,1.0
520-11,2 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,252,41.0,1.0
5201-1,Angle Pieces,1997,453,20.0,0.0
520-12,2 x 2 Plates - Red (architectural hobby und modelbau version),1962,252,41.0,1.0
520-13,2 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,1.0,41.0
520-14,2 x 2 Plates - White (architectural hobby und modelbau version),1962,252,41.0,1.0
520-15,2 x 2 Plates - Yellow (architectural hobby und modelbau version),1962,252,41.0,1.0
520-16,Basic Building Set,1985,467,168.0,7.0
520-2,2 x 2 Plates - Blue (cardboard box version),1962,371,40.0,0.0
5202-1,Angle Beams,1997,453,8.0,0.0
520-3,2 x 2 Plates - Green (cardboard box version),1962,371,40.0,0.0
5203-1,Silver Wheels,1999,453,4.0,0.0
520-4,2 x 2 Plates - Light Gray (cardboard box version),1963,371,40.0,0.0
5204-1,Cyber Slam Accessories,1999,453,11.0,0.0
520-5,2 x 2 Plates - Red (cardboard box version),1963,371,40.0,0.0
5205-1,Pulleys and Rubber Belts,1999,453,14.0,0.0
520-6,2 x 2 Plates - Trans-Clear (cardboard box version),1963,371,0.0,40.0
5206-1,Speed Computer,2000,19,32.0,0.0
520-7,2 x 2 Plates - White (cardboard box version),1963,371,40.0,0.0
520-8,2 x 2 Plates - Yellow (cardboard box version),1962,371,40.0,0.0
520-9,2 x 2 Plates - Black (architectural hobby und modelbau version),1962,252,41.0,1.0
5210-1,Elastic Bands,1997,453,1.0,0.0
521-1,1 x 1 and 1 x 2 Plates (cardboard box version),1962,371,560.0,80.0
521-10,1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version),1962,252,81.0,1.0
521-11,1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,252,81.0,1.0
521-12,1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version),1962,252,81.0,1.0
521-13,1 x 1 and 1 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,1.0,81.0
521-14,1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version),1962,252,81.0,1.0
521-15,1 x 1 and 1 x 2 Plates - Yellow (architectural hobby und modelbau version),1962,252,81.0,1.0
5215-1,"Bricks Assorted, Green",1999,443,62.0,0.0
5216-1,"Roof Bricks Assorted, Black",1999,443,57.0,0.0
5217-1,Black Plates Assorted,1999,443,42.0,0.0
5218-1,Pneumatic Pack,2000,19,155.0,0.0
521-9,1 x 1 and 1 x 2 Plates - Black (architectural hobby und modelbau version),1962,252,81.0,1.0
5219-1,Wheel Pack,2000,19,28.0,0.0
5220-1,Styling Pack,2000,19,221.0,4.0
522-1,Police Station,1977,504,26.0,0.0
5221-1,Motor Pack,2000,19,59.0,0.0
5222-1,Chassis Pack,2000,19,142.0,0.0
5223-1,Wind-up Motor,2001,19,45.0,0.0
5225-1,9v Motor with gear reduction,1998,453,1.0,0.0
5226-1,Cross Axles,1998,453,18.0,0.0
5227-1,Fiber Optic Cables,2000,453,0.0,8.0
5228-1,Small Beams and Plates,1997,453,26.0,0.0
5229-1,Gears & Differentials,1997,453,23.0,0.0
5231-1,TECHNIC Beams and Plates [Yellow],1987,453,20.0,0.0
5232-1,TECHNIC Beams and Plates [Blue],1987,453,18.0,0.0
5233-1,Bedroom,1980,405,160.0,3.0
5233-2,Small Beams and Plates with holes,1993,453,26.0,0.0
5234-1,TECHNIC Beams and Plates {black},1987,453,20.0,0.0
5235-1,Large Beams with Holes,1993,453,10.0,0.0
5235-2,Schoolroom,1982,405,232.0,1.0
5236-1,TECHNIC Beams [Blue],1987,453,8.0,0.0
5237-1,TECHNIC Beams {black},1987,453,8.0,0.0
5238-1,TECHNIC Beams {red},1987,453,8.0,0.0
5239-1,Cross Axles,1987,453,34.0,0.0
5240-1,TECHNIC Wheels with 43 mm + 24 mm tyres,1987,453,12.0,0.0
5241-1,Gear Wheel Assortment,1987,453,20.0,0.0
5242-1,Differential Gear Housing,1987,453,19.0,0.0
5243-1,TECHNIC Chainlinks,1987,453,70.0,0.0
5244-1,TECHNIC Bulldozer Chainlinks,1987,453,54.0,0.0
5245-1,"Differential Gears / Universal Joint, Differential Housing and Wheels",1994,453,6.0,0.0
5246-1,X-Large Tires / 81 mm Tyres and Hubs,1987,453,4.0,0.0
5247-1,Toggle Joints,1987,453,70.0,0.0
5248-1,62 mm Tires and Hubs / 62 mm Tyres and Hubs,1987,453,4.0,0.0
5249-1,TECHNIC Beams and Plates [Red],1987,453,20.0,0.0
5250-1,TECHNIC Beams {yellow},1987,453,8.0,0.0
525-1,Basic Building Set,1990,467,180.0,7.0
5251-1,Shock Absorbers,1989,453,4.0,0.0
5252-1,Large Shock Absorbers,1993,453,2.0,0.0
5253-1,"Cross Axles (Sizes 2, 3, 4, 6)",1987,453,12.0,0.0
5254-1,"Cross Axles (Sizes 8, 10, 12)",1987,453,9.0,0.0
5255-1,Connector Pegs / Connectorpegs,1987,453,30.0,0.0
5256-1,Suspension Pack,1987,453,12.0,0.0
5257-1,"Connector Pegs, Toggle Joints, and Wheels",1987,453,25.0,0.0
5258-1,"Crown Wheels, Gear Racks, Point Wheels, Worm Gears",1987,453,10.0,0.0
5259-1,"Universal Joint, Rubber Bands, and Wheels",1987,453,12.0,0.0
5260-1,Connecting Rods and Stop Bushes,1987,453,33.0,0.0
5261-1,"Plates, Gear Racks, etc.",1987,453,14.0,0.0
5262-1,Gear Wheels,1987,453,9.0,0.0
5263-1,"Universal Joint, Differential Housing, and Point Wheels",1987,453,6.0,0.0
5264-1,Rotors and Bush/Cross Axles,1987,453,24.0,0.0
5265-1,Large Tires and Wheels / TECHNIC Wheels with 43 mm + 24 mm Tyres,1989,453,16.0,0.0
5266-1,"Gear Wheel Assortment / Gear Racks, Gear Wheels and Pulley Wheels",1989,453,22.0,0.0
5267-1,Cross Axles & Extensions,1993,453,16.0,0.0
5268-1,Small Tires,1995,453,8.0,0.0
5269-1,"Liftarms & Triangles / Liftarms, Triangles etc.",1995,453,12.0,0.0
5270-1,43 mm Tires and Hubs / 43 mm Tyres and Hubs,1987,453,4.0,0.0
527-1,Basic Building Set,1987,467,191.0,7.0
5271-1,White Hubs & Tires / 49.6 mm Tyres & Hubs,1991,453,4.0,0.0
5272-1,Cylinder Motor,1991,453,9.0,0.0
5273-1,Tires,1992,453,4.0,0.0
5274-1,"8 Tires / Tyres (4x24, 4x 30 mm) w/hubs",1992,453,16.0,0.0
5275-1,Toggle Joints and Connectors,1993,453,48.0,0.0
5276-1,"Gear Wheels Etc. / Gear Wheels, Worm Gears, Universal Joints and Gear Racks",1993,453,23.0,0.0
5277-1,Pulleys & V-Belts,1993,453,12.0,0.0
5278-1,TECHNIC Chainlinks,1994,453,35.0,0.0
5279-1,"Plates, Gear Racks",1993,453,16.0,0.0
5280-1,"Liftarms & Triangles / Liftarms, Triangles",1995,453,10.0,0.0
5281-1,Balloon Tires Medium,1994,453,4.0,0.0
5282-1,Balloon Tires Large,1994,453,4.0,0.0
5283-1,Balloon Tires Small,1994,453,4.0,0.0
5284-1,Loading Grabs,1996,453,3.0,0.0
5285-1,2 Large Shock Absorbers / Large Shock Absorbers,1994,453,2.0,0.0
5286-1,Toggle Joints & Connectors,1994,453,64.0,0.0
5287-1,"Plates & Gear Racks / Plates, Gear Racks etc.",1995,453,18.0,0.0
5288-1,Worm Gear Boxes,1995,453,12.0,0.0
5289-1,Toggle Joints & Connectors,1996,453,64.0,0.0
5290-1,Plates & Gear Racks,1996,453,16.0,0.0
5291-1,Liftarms & Triangles,1996,453,12.0,0.0
5292-1,LEGO TECHNIC Storage Case,1996,453,1.0,0.0
5293-1,9V Battery Box,1996,453,1.0,0.0
5294-1,"Toggle Joints & Connectors / Pegs, Bushings, & Couplers",1998,453,60.0,0.0
5295-1,Racks & Pivots,1998,453,12.0,0.0
5-3,Basic Set,1973,469,324.0,6.0
5300-1,Electric Train Motor,1991,456,3.0,0.0
530-1,Basic Building Set,1985,467,268.0,7.0
5301-1,Wagon Plate 6 x 28,1992,456,1.0,0.0
5302-1,"Bogieplates, Black",1992,456,2.0,0.0
5303-1,"Buffers, Magnets & Couplers",1992,456,6.0,0.0
5304-1,Wheelsets,1992,456,2.0,0.0
5305-1,Connection Wire,1992,456,1.0,0.0
5306-1,Plates 2x2 with Wire 9 V 26 cm,1992,453,1.0,0.0
5307-1,Head Light Brick,1992,456,2.0,1.0
5308-1,Head Light Brick,1994,456,2.0,1.0
5309-1,"Wagon Plate, Red (6 x 28)",1996,456,1.0,0.0
5310-1,Lighting Brick,1996,456,3.0,1.0
5311-1,9V Wires (25.6 cm),1996,1,1.0,0.0
5313-1,Space Port Accessories,1999,454,15.0,1.0
5314-1,RES-Q Equipment (Tools),1999,454,30.0,1.0
5315-1,Connectors,1999,443,60.0,0.0
5316-1,Transparent Elements,1999,443,0.0,60.0
5317-1,Wild West Accessories,1999,457,48.0,0.0
5318-1,Head Wear,1999,443,25.0,1.0
5319-1,Decorated Elements,1999,454,19.0,0.0
5320-1,"Plates, Small",1999,443,66.0,0.0
5321-1,Large Plates,1999,443,10.0,0.0
533-1,Basic Set,1984,469,91.0,4.0
535-1,Basic Building Set,1990,467,342.0,9.0
5369-1,Creator Tub,2005,37,700.0,0.0
5370-1,Large Make and Create Bucket with Special LEGO Bonus Bricks,2005,37,0.0,0.0
5370a-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only),2005,37,498.0,2.0
5370b-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only),2005,48,195.0,6.0
537-1,Basic Building Set,1987,467,266.0,7.0
5372-1,Skeleton Chariot,2008,193,25.0,0.0
5373-1,Knight & Catapult,2008,193,24.0,0.0
5378-1,Hogwarts Castle (3rd edition),2007,249,858.0,57.0
5380-1,Duplo Large Brick Box,2007,504,69.0,2.0
5380-2,Duplo Large Brick Box - Green Plate,2008,505,71.0,0.0
5381-1,Adventurer's Accessories,1998,444,22.0,5.0
5382-1,Aquazone Accessories,1998,445,17.0,2.0
5383-1,Castle Accessories,1998,447,31.0,5.0
5384-1,Space Accessories,1998,452,17.0,2.0
53850001-1,Crocodile,2015,410,26.0,4.0
53850002-1,Car,2015,410,37.0,3.0
53850003-1,Giraffes,2015,410,36.0,0.0
53850004-1,Biplane,2015,410,23.0,1.0
53850005-1,Panda,2015,410,35.0,0.0
53850006-1,Jeep,2015,410,26.0,3.0
53850007-1,Elephant,2016,410,27.0,0.0
53850008-1,Jet,2016,410,16.0,2.0
53850009-1,Aircraft,2016,410,37.0,0.0
53850012-1,Truck,2016,410,54.0,12.0
53850013-1,Turtle,2016,410,50.0,0.0
53850015-1,Penguin,2016,410,39.0,0.0
53850016-1,Animal - Beaver,2017,410,52.0,0.0
53850017-1,Digger,2017,410,49.0,7.0
5386-1,Antennas and Control Sticks,1998,443,30.0,8.0
5387-1,Belville Beach Accessories,1998,446,9.0,3.0
5388-1,"Hinges, Couplings and Turntables",1998,443,29.0,0.0
5389-1,Divers' Accessories,1998,454,35.0,2.0
5390-1,Crane and Digger Accessories,1998,454,14.0,0.0
5391-1,9V Battery Box,1997,443,1.0,0.0
5392-1,Wild West Accessories,1997,457,37.0,0.0
5393-1,Headgear (Hats and Hair),1997,454,27.0,4.0
5394-1,Horses and Saddles,1997,443,12.0,0.0
5395-1,Belville Hospital Accessories,1996,446,4.0,0.0
5396-1,Transparent Windows and Bricks,1996,443,4.0,4.0
5397-1,Magnets and Magnet Holders,1996,443,12.0,0.0
5398-1,Decorated Elements,1996,443,43.0,0.0
5399-1,Fairy Tale Accessories,1999,446,17.0,8.0
5-4,Large House Set,1971,433,307.0,0.0
5400-1,Bathroom Accessories,1997,451,13.0,0.0
540-1,Basic Building Set,1985,467,606.0,16.0
5401-1,Kitchen Accessories,1997,451,12.0,2.0
540-2,Police Units,1979,80,38.0,6.0
5402-1,Floor Plate 1/2,1997,451,1.0,0.0
540-3,Swiss Villa,1973,413,150.0,0.0
5403-1,Floor Plate 1/1,1997,451,1.0,0.0
5404-1,House,1997,451,28.0,0.0
5405-1,Floor Plate,1998,451,1.0,0.0
54-1,UFO Action Pack,1997,144,0.0,0.0
5410-1,Emma,2011,451,9.0,0.0
5413-1,Beauty Set,1999,451,21.0,4.0
5414-1,Kitchen Set,1999,451,20.0,5.0
5415-1,Garden Set,1999,451,19.0,0.0
5416-1,Brick Box,2007,504,34.0,0.0
5416-2,Brick Box,2009,505,33.0,0.0
5417-1,Duplo Deluxe Brick Box,2007,505,95.0,0.0
542-1,Street Crew,1979,72,43.0,1.0
5421-1,Andrea,1997,451,1.0,0.0
544-1,Basic Set,1981,469,144.0,5.0
545-1,Build-N-Store Chest,1990,467,417.0,9.0
545-2,Conveyor Station,1973,416,169.0,1.0
547-1,Basic Building Set,1987,467,611.0,16.0
5475-1,Girls Fantasy Bucket,2006,37,191.0,0.0
5477-1,LEGO® Classic House Building,2006,37,233.0,0.0
5482-1,Ultimate LEGO House Building Set,2006,37,670.0,4.0
5483-1,"Ready, Steady Build, and Race",2006,37,665.0,27.0
5487-1,Fun with LEGO Bricks,2009,37,703.0,0.0
5489-1,Ultimate LEGO Vehicle Building Set,2009,37,625.0,56.0
5490-1,XXL 250 Canister,2006,505,250.0,0.0
5491-1,XXL 2000,2006,37,2000.0,0.0
5493-1,Emergency Rescue Box,2006,37,693.0,12.0
55001-1,LEGO Universe Rocket,2010,560,55.0,4.0
550-1,Basic Building Set,1985,467,560.0,18.0
550-2,Windmill,1976,413,209.0,2.0
5506-1,LEGO Duplo Building Set-71 pieces,2010,505,71.0,0.0
5507-1,Duplo Deluxe Brick Box,2010,504,100.0,2.0
5508-1,Deluxe Brick Box,2010,37,686.0,26.0
