name,matte,transparent
Message Intercept Base,520.0,55.0
Alpha Centauri Outpost,337.0,69.0
Mega Core Magnetizer,486.0,23.0
Monorail Transport System,659.0,72.0
Photo Safari,124.0,5.0
Monorail Transport Base,526.0,46.0
Cyber Saucer,97.0,19.0
Razcal's Glider,104.0,13.0
Baby Ankylosaurus,39.0,0.0
Crawley’s Claw Ripper,141.0,6.0
Lennox' Lion Attack,227.0,10.0
Eris' Eagle Interceptor,313.0,43.0
Wakz' Pack Tracker,304.0,9.0
Laval's Royal Fighter,425.0,13.0
Cragger’s Command Ship,580.0,57.0
Eglor's Twin Bike,208.0,24.0
Gorzan’s Gorilla Striker,484.0,38.0
Worriz’s Combat Lair,651.0,21.0
10 x 20 Brickplate,6.0,0.0
The Lion CHI Temple,1160.0,146.0
Baby Iguanodon,23.0,0.0
Individual 2 x 4 Bricks,9.0,1.0
Eagles’ Castle,365.0,17.0
Gift Package,0.0,0.0
Individual 2 x 2 Bricks,8.0,1.0
Rubber Bands,20.0,0.0
Razar’s CHI Raider,407.0,17.0
Equila's Ultra Striker,333.0,15.0
Individual 1 x 2 Bricks,1.0,0.0
The Croc Swamp Hideout,634.0,38.0
Individual 2 x 8 Bricks,5.0,0.0
Individual 2 x 10 Bricks,5.0,0.0
Baby Brachiosaurus,31.0,0.0
Gift Package,0.0,0.0
Individual 2 x 12 Bricks,5.0,0.0
Individual 2 x 14 Bricks,5.0,0.0
Baby Dimetrodon,21.0,0.0
Individual 2 x 3 Bricks,5.0,0.0
Gift Package,0.0,0.0
The Final Joust,62.0,0.0
Automatic Binding Bricks Small Brick Set (Lego Mursten),24.0,0.0
Early LEGO Windows/Doors (without Glass),12.0,0.0
Individual 1 x 4 x 2 Window (without glass),7.0,0.0
Individual 1 x 2 x 3 Window (without glass),7.0,0.0
Individual 1 x 2 x 2 Window (without glass),7.0,0.0
Individual 1 x 2 x 4 Door (without glass),7.0,0.0
Tall Classic Windows/Door (with Glass),24.0,0.0
Individual 1 x 6 x 4 Panorama Window (with glass),4.0,0.0
Individual 1 x 6 x 3 3-Pane Window (with glass),4.0,0.0
Individual 1 x 6 x 3 Shutter Window (with glass),4.0,0.0
Individual 1 x 4 x 3 Window (with glass),4.0,0.0
Individual 1 x 3 x 3 Window (with glass),4.0,0.0
Individual 1 x 2 x 4 Door (with glass),4.0,0.0
Automatic Binding Bricks - Small Brick Set (Lego Mursten),48.0,0.0
Gift Package,233.0,11.0
Gift Package (Lego Mursten),54.0,0.0
Gift Package (Lego Mursten),44.0,2.0
Gift Package,44.0,2.0
Individual 4 x 4 Corner Bricks,5.0,0.0
Kindergarten LEGO Set,450.0,26.0
Empty Kindergarten LEGO Box,1.0,0.0
Ring of Fire,44.0,43.0
Target Practice,98.0,11.0
CHI Waterfall,98.0,16.0
Boulder Bowling,86.0,11.0
Jungle Gates,70.0,15.0
Nest Dive,91.0,9.0
Ice Tower,82.0,22.0
Skunk Attack,93.0,11.0
Royal Roost,97.0,14.0
Whirling Vines,74.0,10.0
Hinges,3.0,0.0
Tower Target,76.0,12.0
Swamp Jump,83.0,9.0
Croc Chomp,93.0,12.0
CHI Battles,78.0,17.0
Sky Joust,100.0,23.0
Ultimate Speedor Tournament,238.0,23.0
Lion Legend Beast,118.0,4.0
Eagle Legend Beast,105.0,5.0
Gorilla Legend Beast,105.0,5.0
Crocodile Legend Beast,122.0,4.0
Wolf Legend Beast,110.0,4.0
Braptor's Wing Striker,135.0,20.0
Lavertus' Twin Blade,175.0,16.0
Hinges,6.0,0.0
Sparratus' Spider Stalker,265.0,26.0
Rogon's Rock Flinger,235.0,21.0
Scorm's Scorpion Stinger,400.0,33.0
Spinlyn's Cavern,401.0,31.0
Lavertus’ Outland Base,636.0,46.0
Cragger's Fire Striker,350.0,29.0
Banana Bash,99.0,16.0
Bat Strike,73.0,18.0
Web Dash,52.0,17.0
Sky Launch,88.0,18.0
Stinger Duel,51.0,24.0
Vardy's Ice Vulture Glider,183.0,33.0
Eris' Fire Eagle Flyer,304.0,25.0
Sir Fangar's Sabre-Tooth Walker,373.0,65.0
Laval's Fire Lion,419.0,29.0
Maula’s Ice Mammoth Stomper,495.0,104.0
Flying Phoenix Fire Temple,1158.0,142.0
Sir Fangar’s Ice Fortress,609.0,90.0
Scorching Blades,51.0,21.0
Flaming Claws,56.0,13.0
Viking Warrior challenges the Fenris Wolf,80.0,2.0
Frozen Spikes,48.0,24.0
Inferno Pit,47.0,22.0
Fire vs. Ice,62.0,30.0
Riverside Raid,64.0,29.0
Viking Boat against the Wyvern Dragon,110.0,5.0
Tremor Track Infiltration,218.0,23.0
Infearno Interception,258.0,70.0
Toxikita's Toxic Meltdown,397.0,52.0
Hurricane Heist,530.0,76.0
Ultra Agents Mission HQ,931.0,168.0
Spyclops Infiltration,95.0,13.0
Invizable Gold Getaway,184.0,52.0
Drillex Diamond Job,300.0,27.0
4x4 Agent Patrol,419.0,55.0
UltraCopter vs. AntiMatter,535.0,77.0
Viking Catapult versus the Nidhogg Dragon,222.0,6.0
Ultrasonic Showdown,131.0,53.0
AntiMatter’s Portal Hideout,413.0,60.0
Ultra Agents Ocean HQ,1056.0,146.0
Viking Ship challenges the Midgard Serpent,586.0,7.0
Viking Fortress against the Fafnir Dragon,1045.0,16.0
CHI Laval,52.0,5.0
Army of Vikings with Heavy Artillery Wagon,274.0,3.0
CHI Eris,64.0,6.0
CHI Gorzan,59.0,1.0
CHI Cragger,68.0,0.0
CHI Worriz,56.0,1.0
CHI Razar,69.0,0.0
CHI Laval,34.0,15.0
CHI Cragger,50.0,8.0
CHI Panthar,57.0,2.0
CHI Mungus,56.0,8.0
12V Motor with Accessories Pack,26.0,0.0
CHI Vardy,57.0,11.0
Viking Double Catapult versus the Armored Ofnir Dragon,491.0,8.0
CHI Fluminox,73.0,18.0
CHI Sir Fangar,84.0,13.0
Strainor's Saber Cycle,140.0,20.0
Flinx's Ultimate Phoenix,146.0,26.0
Tormak's Shadow Blazer,281.0,29.0
Icebite's Claw Driller,548.0,80.0
Tiger’s Mobile Command,664.0,47.0
Bladvic's Rumble Bear,389.0,25.0
Mammoth’s Frozen Stronghold,532.0,88.0
King Crominus’ Rescue,836.0,26.0
Vultrix's Sky Scavenger,432.0,47.0
Lion Tribe Pack,73.0,5.0
Motor Wires,2.0,0.0
Ice Bear Tribe Pack,60.0,15.0
Crocodile Tribe Pack,64.0,8.0
Sabre Tooth Tiger Pack,61.0,19.0
Skeleton Ship Attack,631.0,7.0
Squad Car,46.0,5.0
12V Replacement Electric Motor,1.0,0.0
Knighton Battle Blaster,68.0,14.0
Helicopter,86.0,6.0
Chaos Catapult,92.0,8.0
Lance's Mecha Horse,229.0,22.0
Moltor's Lava Smasher,170.0,28.0
Beast Master's Chaos Chariot,283.0,39.0
Clay's Rumble Blade,328.0,54.0
Jestro’s Evil Mobile,642.0,52.0
The Fortrex,1038.0,97.0
The Glob Lobber,95.0,10.0
Macy's Thunder Mace,166.0,45.0
Aaron Fox's Aero-Striker V2,287.0,29.0
Highway Patrol & Undercover Van,131.0,25.0
General Magmar's Siege Machine of Doom,504.0,33.0
Axl’s Tower Carrier,634.0,62.0
Jestro’s Volcano Lair,1111.0,140.0
Merlok's Library 2.0,240.0,17.0
Infernox captures the Queen,222.0,29.0
The Black Knight Mech,475.0,77.0
The King's Mech,323.0,31.0
Battery Box,1.0,0.0
ULTIMATE Clay,58.0,20.0
Armored Car Action,166.0,14.0
Ultimate Macy,66.0,43.0
Ultimate Aaron,68.0,19.0
Ultimate Robin,61.0,15.0
Ultimate Beast Master,59.0,10.0
Ultimate Lavaria,63.0,11.0
Ultimate Axl,64.0,9.0
Ultimate Lance,59.0,22.0
Ultimate General Magmar,57.0,12.0
Ultimate Flama,55.0,19.0
Surveillance Truck,233.0,27.0
King's Guard Artillery,76.0,22.0
Lance's Twin Jouster,207.0,20.0
Ruina's Lock & Roller,172.0,28.0
The Three Brothers,233.0,44.0
Police HQ,392.0,38.0
Clay's Falcon Fighter Blaster,461.0,59.0
Jestro's Headquarters,718.0,98.0
Aaron's Stone Destroyer,205.0,40.0
Lance vs. lightning,227.0,25.0
Dwarves' Mine,574.0,11.0
Battle Suit Clay,76.0,11.0
Battle Suit Macy,60.0,9.0
Battle Suit Aaron,68.0,17.0
Battle Suit Axl,77.0,10.0
Battle Suit Lance,81.0,12.0
Tower Raid,376.0,2.0
Combo NEXO Powers Wave 1,4.0,1.0
Troll Assault Wagon,170.0,0.0
Forest Ambush,93.0,3.0
Dwarves' Mine Defender,90.0,0.0
Gold Getaway,205.0,6.0
The Gatehouse Raid,256.0,4.0
Dragon Mountain,393.0,13.0
King’s Castle,1010.0,16.0
Shipwreck Defense,83.0,6.0
12V Sleeper (Track) Contacts for Old Motor Type I and II,2.0,0.0
Soldiers Outpost,165.0,9.0
Troll Battle Wheel,508.0,0.0
Treasure Island,188.0,8.0
Soldiers Fort,245.0,5.0
The Brick Bounty,764.0,11.0
Dune Patrol,34.0,5.0
Firefighter,65.0,6.0
Replacement Motor,1.0,0.0
Rescue Chopper,196.0,15.0
Hovercraft Hideout,262.0,16.0
Fire Command Craft,260.0,15.0
Coast Watch HQ,340.0,37.0
Troll Warship,500.0,1.0
Alien Striker,39.0,7.0
Kai's Fire Mech,101.0,6.0
Alien Defender,99.0,14.0
Samurai Bike,209.0,11.0
Cole's Power Drill,176.0,3.0
Golden Dragon,253.0,10.0
Garmatron,325.0,15.0
Temple of Light,572.0,13.0
Motor Bushings,4.0,0.0
Tripod Invader,164.0,8.0
UFO Abduction,187.0,31.0
Digger Bucket,3.0,0.0
Titanium Ninja Tumbler,313.0,23.0
Rock Roader,390.0,46.0
Airjitzu Battle Grounds,640.0,13.0
Kryptarium Prison Breakout,214.0,5.0
Salvage M.E.C.,444.0,6.0
The Green NRG Dragon,522.0,39.0
The Lighthouse Siege,789.0,22.0
Ultra Stealth Raider,1035.0,42.0
Samurai X Cave Chaos,1160.0,74.0
Cole's Dragon,94.0,5.0
Ninja Bike Chase,228.0,23.0
Sky Shark,226.0,11.0
Jay’s Elemental Dragon,316.0,54.0
Raid Zeppelin,308.0,11.0
Tiger Widow Island,396.0,14.0
Misfortune’s Keep,779.0,10.0
12V Rail Contact Wire with Transformer Connector,1.0,0.0
The Vermillion Attack,75.0,4.0
Desert Lightning,187.0,14.0
Destiny's Shadow,336.0,8.0
Vermillion Invader,292.0,12.0
Samurai VXL,373.0,41.0
Dawn of Iron Doom,660.0,20.0
Dragon's Forge,1074.0,44.0
12V Rail Contact Wire with Transformer Connector with Cap,1.0,0.0
Crane Grab Assembly,3.0,0.0
Alien Mothership,363.0,62.0
Earth Defense HQ,787.0,121.0
Jet-Copter Encounter,354.0,35.0
Space Swarmer,82.0,11.0
Catapult Raft,22.0,1.0
Swarm Interceptor,213.0,17.0
Warp Stinger,296.0,25.0
Star Slicer,297.0,27.0
Vermin Vaporizer,492.0,37.0
Bug Obliterator,666.0,68.0
Crater Creeper,152.0,21.0
CLS-89 Eradicator Mech,417.0,37.0
Hive Crawler,537.0,42.0
Galactic Titan,963.0,77.0
Tile Brick Assortment,50.0,0.0
Treasure Island,25.0,5.0
Hover Hunter,73.0,12.0
Captain Kragg's Pirate Boat,40.0,1.0
Kai Fighter,194.0,5.0
OverBorg Attack,192.0,17.0
Thunder Raider,335.0,12.0
NinjaCopter,489.0,27.0
Nindroid MechDragon,642.0,49.0
Destructoid,228.0,24.0
X-1 Ninja Charger,384.0,41.0
Battle for Ninjago City,1167.0,50.0
Chain Cycle Ambush,252.0,46.0
Pirate Dock,61.0,2.0
Jay Walker One,365.0,20.0
City of Stiix,974.0,94.0
Blaster Bike,199.0,12.0
Master Wu Dragon,598.0,24.0
Ronin R.E.X.,524.0,22.0
Attack of the Morro Dragon,587.0,69.0
Titan Mech Battle,689.0,89.0
Final Flight of Destiny’s Bounty,1249.0,66.0
Airjitzu Kai Flyer,44.0,3.0
Airjitzu Jay Flyer,42.0,4.0
Skull Island,77.0,4.0
Airjitzu Cole Flyer,43.0,3.0
Airjitzu Zane Flyer,39.0,4.0
Airjitzu Morro Flyer,49.0,4.0
Airjitzu Wrayth Flyer,42.0,1.0
Anacondrai Crusher,222.0,8.0
Condrai Copter Attack,303.0,7.0
Boulder Blaster,232.0,13.0
Titanium Dragon,330.0,30.0
Enter the Serpent,518.0,10.0
Ninja DB X,739.0,16.0
Captain Redbeard's Pirate Ship,135.0,4.0
Temple of Airjitzu,2057.0,45.0
Captain Redbeard's Pirate Ship - Limited Edition with Motor,0.0,0.0
Jungle Trap,62.0,2.0
Lava Falls,98.0,4.0
Jay's Electromech,138.0,14.0
Jungle Raider,179.0,8.0
Dojo Showdown,204.0,10.0
Protector of Jungle,52.0,20.0
Protector of Stone,58.0,20.0
Protector of Water,48.0,23.0
King's Battle Chariot,100.0,4.0
Protector of Earth,60.0,6.0
Protector of Ice,49.0,22.0
Protector of Fire,50.0,22.0
Lewa - Master of Jungle,87.0,1.0
Pohatu - Master of Stone,63.0,7.0
Gali - Master of Water,77.0,10.0
Tahu - Master of Fire,82.0,7.0
Kopaka - Master of Ice,92.0,7.0
Onua - Master of Earth,104.0,3.0
Lord of Skull Spiders,140.0,11.0
Drawbridge Defense,345.0,2.0
Skull Warrior,87.0,12.0
Skull Slicer,59.0,12.0
Skull Basher,64.0,8.0
Skull Scorpio,93.0,14.0
Mask Maker vs. Skull Grinder,129.0,36.0
Escape Glider,112.0,0.0
Scurvy Dog and Crocodile,6.0,1.0
Melting Room,116.0,17.0
Bad Cop's Pursuit,297.0,33.0
Cloud Cuckoo Palace,201.0,17.0
Ice Cream Machine,311.0,35.0
Trash Chomper,353.0,35.0
Castle Cavalry,422.0,15.0
Metal Beard's Duel,413.0,19.0
Super Cycle Chase,473.0,40.0
Lord Business’ Hideout,677.0,99.0
12V Extension Cord Pack,3.0,0.0
MetalBeard’s Sea Cow,2746.0,78.0
Harry Hardtack and Monkey,9.0,2.0
The Flying Flusher,322.0,28.0
Creative Ambush,477.0,18.0
Rescue Reinforcements,841.0,51.0
Emmet’s Constructo-Mech,714.0,17.0
Super Secret Police Dropship,830.0,57.0
"Benny’s Spaceship, Spaceship, SPACESHIP!",892.0,88.0
Batman & Super Angry Kitty Attack,120.0,9.0
Double-Decker Couch,198.0,9.0
Bad Cop Car Chase,283.0,28.0
Cannonball Jimmy and Shark,6.0,2.0
Angle Brick / Landing Frame,8.0,0.0
The Joker Balloon Escape,120.0,12.0
Crossbow Attack,58.0,0.0
Mr. Freeze Ice Attack,165.0,30.0
Catwoman Catcycle Chase,144.0,11.0
The Riddler Riddle Racer,236.0,28.0
Clayface Splat Attack,0.0,0.0
"Clayface"" Splat Attack",457.0,0.0
The Batmobile,557.0,23.0
LEGO® Batman Movie - The Joker™ Notorious Lowrider,0.0,0.0
"The Joker"" Notorious Lowrider",443.0,11.0
Killer Croc Tail-Gator,467.0,19.0
The Scuttler,730.0,63.0
Batcave Break-in,994.0,48.0
Police Boat,42.0,8.0
"Scarecrow"" Special Delivery",206.0,15.0
Knights' Catapult Defense,129.0,0.0
The Penguin™ Arctic Roller,306.0,16.0
Arkham Asylum,1563.0,58.0
"Scarecrow"" Fearful Face-off",123.0,17.0
"Bane"" Toxic Truck Attack",336.0,29.0
"Two-Face"" Double Demolition",529.0,34.0
The Batwing,994.0,58.0
Axle Assortment,36.0,0.0
Skeletons' Prison Carriage,195.0,2.0
Skeleton Tower,393.0,16.0
King's Castle Siege,914.0,18.0
Trolls' Mountain Fortress,846.0,11.0
Accessory Motor for Boats,1.0,0.0
Minifigure Series 9 [Random Bag],0.0,0.0
Waiter - Complete Set,6.0,1.0
Judge - Complete Set,7.0,0.0
Alien Avenger - Complete Set,7.0,0.0
Mermaid - Complete Set,6.0,0.0
Battle Mech - Complete Set,6.0,0.0
Mr. Good and Evil - Complete Set,5.0,1.0
Forest Maiden - Complete Set,7.0,0.0
Plumber - Complete Set,6.0,0.0
Minifigures Series 9 - Complete,0.0,0.0
Minifigure Series 9 (Box of 60),0.0,0.0
Cyclops - Complete Set,6.0,0.0
Hollywood Starlet - Complete Set,6.0,0.0
Heroic Knight - Complete Set,10.0,0.0
Roman Emperor - Complete Set,6.0,0.0
Policeman - Complete Set,7.0,0.0
Chicken Suit Guy - Complete Set,5.0,0.0
Roller Derby Girl - Complete Set,7.0,0.0
Fortune Teller - Complete Set,7.0,0.0
Samsonite Large Educational Set,0.0,0.0
Minifigure Series 10 [Random Bag],0.0,0.0
Librarian - Complete Set,7.0,0.0
Sea Captain - Complete Set,7.0,0.0
Sad Clown - Complete Set,6.0,0.0
Revolutionary Soldier - Complete Set,6.0,0.0
Baseball Fielder - Complete Set,5.0,0.0
Trendsetter - Complete Set,7.0,0.0
Painter - Complete Set,9.0,0.0
Motorcycle Mechanic - Complete Set,6.0,0.0
Minifigures Series 10 - Complete (except Mr. Gold),0.0,0.0
Minifigure Series 10 (Box of 60),0.0,0.0
Mr. Gold - Complete Set,4.0,1.0
Medusa - Complete Set,5.0,0.0
Roman Commander - Complete Set,8.0,0.0
Warrior Woman - Complete Set,7.0,0.0
Tomahawk Warrior - Complete Set,6.0,0.0
Skydiver - Complete Set,6.0,0.0
Bumblebee Girl - Complete Set,6.0,1.0
Grandpa - Complete Set,7.0,0.0
Paintball Player - Complete Set,7.0,0.0
Minifigure Series 11 [Random Bag],0.0,0.0
Barbarian - Complete Set,7.0,0.0
Welder - Complete Set,7.0,0.0
Scientist - Complete Set,5.0,2.0
Saxophone Player - Complete Set,6.0,0.0
Diner Waitress - Complete Set,9.0,1.0
Grandma - Complete Set,7.0,0.0
Constable - Complete Set,6.0,0.0
Lady Robot - Complete Set,6.0,0.0
LEGO Collectable Minifigures Series 11 - Complete,0.0,0.0
Minifigure Series 11 (Box of 60),0.0,0.0
Scarecrow - Complete Set,7.0,0.0
Pretzel Girl - Complete Set,7.0,0.0
Evil Mech - Complete Set,7.0,1.0
Island Warrior - Complete set,8.0,0.0
Gingerbread Man - Complete Set,5.0,0.0
Holiday Elf - Complete Set,8.0,0.0
Yeti - Complete Set,4.0,1.0
Mountain Climber - Complete Set,7.0,0.0
LEGO Minifigures - The LEGO Movie Series [Random Bag],0.0,0.0
Calamity Drone,7.0,0.0
Larry the Barista,6.0,0.0
Velma Staplebot,6.0,0.0
Taco Tuesday Man,10.0,0.0
'Where Are My Pants?' Guy,6.0,0.0
Wiley Fusebot,8.0,0.0
Panda Guy,6.0,0.0
Marsha Queen of the Mermaids,6.0,1.0
LEGO Minifigures - The LEGO Movie Series - Complete,0.0,0.0
LEGO Minifigures - The LEGO Movie Series - Sealed Box,0.0,0.0
President Business - Complete Set,6.0,0.0
Hard Hat Emmet,6.0,0.0
Wild West Wyldstyle,6.0,0.0
Abraham Lincoln,6.0,0.0
Mrs Scratchen-Post,6.0,0.0
Scribble-Face Bad Cop,7.0,0.0
William Shakespeare,7.0,0.0
Gail the Construction Worker,6.0,0.0
LEGO Minifigures - The Simpsons Series [Random Bag],0.0,0.0
Homer Simpson,6.0,0.0
Ralph Wiggum,5.0,0.0
Apu Nahasapeemapetilon,5.0,0.0
Nelson Muntz,5.0,0.0
Itchy,5.0,0.0
Scratchy,6.0,0.0
Chief Wiggum,6.0,0.0
Mr. Burns,4.0,2.0
LEGO Minifigures - The Simpsons Series - Complete,0.0,0.0
LEGO Minifigures - The Simpsons Series - Sealed Box,0.0,0.0
Bart Simpson,7.0,0.0
Marge Simpson,7.0,0.0
Lisa Simpson,6.0,0.0
Maggie Simpson,4.0,0.0
Grampa Simpson,5.0,0.0
Ned Flanders,6.0,0.0
Krusty the Clown,5.0,0.0
Milhouse Van Houten,5.0,0.0
The Simpsons House,2535.0,79.0
LEGO Minifigures Series 12 [Random Bag],0.0,0.0
Wizard,10.0,1.0
Dino Tracker,7.0,0.0
Pizza Delivery Man,7.0,0.0
Rock Star,6.0,0.0
Swashbuckler,7.0,0.0
Piggy Guy,6.0,0.0
Genie Girl,6.0,0.0
Spooky Girl,7.0,0.0
LEGO Minifigures Series 12 - Complete,0.0,0.0
LEGO Minifigures Series 12 - Sealed Box,0.0,0.0
Hun Warrior,10.0,0.0
Fairytale Princess,6.0,0.0
Video Game Guy,6.0,0.0
Battle Goddess,9.0,0.0
Space Miner,8.0,1.0
Lifeguard,7.0,0.0
Prospector,7.0,0.0
Jester,7.0,0.0
LEGO Minifigures - Series 13 [Random Bag],0.0,0.0
Classic King,9.0,0.0
Evil Wizard,9.0,1.0
Fencer,6.0,0.0
Samurai,8.0,0.0
Disco Diva,8.0,0.0
Hot Dog Man,5.0,0.0
Lady Cyclops,6.0,0.0
Galaxy Trooper,8.0,0.0
LEGO Minifigures Series 13 - Complete,0.0,0.0
LEGO Minifigures Series 13 - Sealed Box,0.0,0.0
Sheriff,8.0,0.0
Unicorn Girl,7.0,0.0
Snake Charmer,7.0,0.0
Goblin,7.0,0.0
Paleontologist,7.0,0.0
Alien Trooper,5.0,1.0
Egyptian Warrior,7.0,0.0
Carpenter,7.0,0.0
The Simpsons Series 2 {Random bag},0.0,0.0
Homer,5.0,0.0
Hans Moleman,5.0,0.0
Selma,6.0,0.0
Patty,6.0,0.0
Groundskeeper Willie,5.0,0.0
Edna Krabappel,7.0,0.0
Smithers,6.0,0.0
Dr Hibbert,5.0,0.0
The Simpsons Series 2 - Complete,0.0,0.0
The Simpsons Series 2 - Sealed Box,0.0,0.0
Marge,11.0,0.0
Lisa,6.0,0.0
Maggie,4.0,0.0
Bart,6.0,0.0
Milhouse,6.0,0.0
Comic Book Guy,6.0,0.0
Martin,5.0,0.0
Professor Frink,4.0,1.0
Wrecker with Car,82.0,9.0
LEGO Minifigures - Series 14 {Random bag},0.0,0.0
Wolf Guy,6.0,0.0
Gargoyle,6.0,0.0
Skeleton Guy,6.0,0.0
Monster Rocker,6.0,0.0
Zombie Businessman,7.0,0.0
Banshee,3.0,2.0
Square Foot,5.0,0.0
Spider Lady,6.0,1.0
LEGO Minifigures - Series 14 - Complete,0.0,0.0
LEGO Minifigures - Series 14 - Sealed Box,0.0,0.0
Zombie Pirate,7.0,0.0
Monster Scientist,5.0,1.0
Wacky Witch,8.0,0.0
Plant Monster,7.0,0.0
Fly Monster,4.0,1.0
 Spectre,6.0,1.0
Zombie Cheerleader,7.0,0.0
Tiger Woman,7.0,0.0
Lightsaber Duel,50.0,2.0
LEGO Minifigures - Series 15 {Random bag},0.0,0.0
Farmer,7.0,0.0
Ballerina,6.0,0.0
Laser Mech,6.0,3.0
Kendo Fighter,7.0,0.0
Shark Suit Guy,5.0,0.0
Wrestling Champion,6.0,0.0
Jewel Thief,7.0,1.0
Queen,8.0,0.0
LEGO Minifigures - Series 15 - Complete,0.0,0.0
LEGO Minifigures - Series 15 - Sealed Box,0.0,0.0
Astronaut,9.0,0.0
Frightening Knight,10.0,0.0
Clumsy Guy,7.0,0.0
Tribal Woman,8.0,0.0
Flying Warrior,11.0,0.0
Faun,6.0,0.0
Animal Control Officer,7.0,0.0
Janitor,7.0,0.0
Stitch,4.0,0.0
Donald Duck,6.0,0.0
Minnie Mouse,6.0,0.0
Mickey Mouse,4.0,0.0
Mr. Incredible,6.0,0.0
Syndrome,6.0,0.0
Peter Pan,7.0,0.0
Captain Hook,6.0,0.0
Ursula,6.0,0.0
Ariel,6.0,1.0
LEGO Minifigures - Disney Series - Complete,0.0,0.0
Alien,4.0,0.0
Buzz Lightyear,7.0,1.0
Aladdin,6.0,0.0
Genie,7.0,0.0
Maleficent,9.0,1.0
Alice,7.0,1.0
Cheshire Cat,5.0,0.0
Daisy Duck,6.0,0.0
Ice Queen,7.0,5.0
Penguin Boy,7.0,0.0
Rogue,7.0,0.0
Dog Show Winner,7.0,0.0
Mariachi,7.0,0.0
Spy,9.0,0.0
Banana Guy,5.0,0.0
Babysitter,8.0,0.0
LEGO Minifigures - Series 16 - Complete,0.0,0.0
Desert Warrior,6.0,0.0
Cyborg,7.0,1.0
Cute Little Devil Set,10.0,0.0
Spooky Boy,7.0,0.0
Hiker,7.0,1.0
Wildlife Photographer,8.0,0.0
Kickboxer,6.0,0.0
Scallywag Pirate,7.0,0.0
Joachim Löw,6.0,0.0
Toni Kroos (18),6.0,0.0
Sami Khedira (6),6.0,0.0
André Schürrle (9),6.0,0.0
Marco Reus (21),6.0,0.0
Christoph Kramer (20),6.0,0.0
Mario Götze (19),6.0,0.0
Max Kruse (23),6.0,0.0
DFB Series - Complete,0.0,0.0
Manuel Neuer (1),6.0,0.0
Jérôme Boateng (17),6.0,0.0
Mats Hummels (5),6.0,0.0
Benedikt Höwedes (4),6.0,0.0
Shkodran Mustafi (2),6.0,0.0
Bastian Schweinsteiger (7),6.0,0.0
Mesut Özil (8),6.0,0.0
Thomas Müller (13),6.0,0.0
The Kwik-E-Mart,2178.0,95.0
Lobster-Lovin’ Batman™,7.0,0.0
Pink Power Batgirl™,8.0,0.0
Red Hood™,8.0,0.0
The Eraser™,6.0,0.0
Nurse Harley Quinn™,7.0,0.0
Orca™,5.0,0.0
Zodiac Master™,6.0,0.0
Catman™,9.0,0.0
March Harriet™,6.0,0.0
The Calculator™,8.0,0.0
King Tut™,7.0,0.0
Glam Metal Batman™,8.0,0.0
The Mime™,5.0,2.0
The LEGO Batman Movie Series - Complete,0.0,0.0
Fairy Batman™,6.0,2.0
Clan of the Cave Batman™,7.0,0.0
Vacation Batman™,8.0,0.0
Barbara Gordon™,8.0,0.0
Commissioner Gordon™,7.0,0.0
The Joker™ – Arkham Asylum,6.0,0.0
Dick Grayson™,7.0,0.0
Professional Surfer,6.0,0.0
Battle Dwarf,9.0,0.0
Retro Spaceman,7.0,0.0
Yuppie,8.0,0.0
Rocket Boy,7.0,0.0
Dance Instructor,6.0,1.0
Elf-Girl,7.0,0.0
Highwayman,9.0,0.0
Minifigures - Series 17 - Complete 16 Sets,0.0,0.0
LEGO Minifigures Series 17 - All Parts,114.0,2.0
Circus Strong Man,6.0,0.0
Gourmet Chef,7.0,0.0
Corn Cob Guy,5.0,0.0
Veterinarian,6.0,0.0
Hot Dog Man,9.0,0.0
Butterfly Girl,10.0,1.0
Roman Gladiator,6.0,0.0
Connoisseur,7.0,0.0
Lockable Storage Case,1.0,0.0
Universal Building Set,353.0,11.0
Jedi Duel,81.0,2.0
The Disney Castle,4148.0,46.0
Desert Skiff,54.0,1.0
Silent Mary,2271.0,15.0
Baseplate Assortment,10.0,0.0
Droid Escape,48.0,0.0
Landspeeder,47.0,2.0
Jeep CJ-5,56.0,2.0
Droid Fighter,61.0,3.0
Tusken Raider Encounter,92.0,5.0
Gungan Patrol,79.0,6.0
Tahu,18.0,1.0
Starter Pack: PS3,229.0,50.0
Gresh,18.0,1.0
LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,229.0,50.0
LEGO® DIMENSIONS™ Xbox One Starter Pack,229.0,50.0
LEGO® DIMENSIONS™ Xbox 360 Starter Pack,229.0,50.0
LEGO® DIMENSIONS™ Wii U™ Starter Pack,229.0,50.0
Twin-Pod Cloud Car,115.0,5.0
Dimensions Starter Pack,229.0,50.0
LEGO® DIMENSIONS™ Back to the Future™ Level Pack,68.0,35.0
LEGO® DIMENSIONS™ The Simpsons™ Level Pack,91.0,15.0
LEGO® DIMENSIONS™ Portal® 2 Level Pack,69.0,23.0
LEGO® DIMENSIONS™ Doctor Who Level Pack,66.0,28.0
LEGO® DIMENSIONS™ Jurassic World™ Team Pack,97.0,23.0
LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,79.0,11.0
LEGO® DIMENSIONS® NINJAGO™ Team Pack,80.0,18.0
LEGO® DIMENSIONS™ Wonder Woman Fun Pack,12.0,32.0
Sea Plane,110.0,5.0
LEGO® DIMENSIONS™ Cyborg™ Fun Pack,43.0,11.0
